"Name", Height (Inches), Height(Feet-Inches), Weight
"Clem Haskins", 75, 6-3, 195
"John Havlicek", 77, 6-5, 203
"Tom Hawkins", 77, 6-5, 210
"Fred Hetzel", 80, 6-8, 220
"Bailey Howell", 79, 6-7, 210
"Lou Hudson", 77, 6-5, 210
"Darrall Imhoff", 82, 6-10, 220
"Al Jackson", 73, 6-1, 185
"Luke Jackson", 81, 6-9, 240
"Phil Jackson", 80, 6-8, 220
"Gus Johnson", 78, 6-6, 230
"Neil Johnson", 79, 6-7, 220
"Johnny Jones", 79, 6-7, 205
"Nick Jones", 74, 6-2, 190
"Sam Jones", 76, 6-4, 198
"Wali Jones", 74, 6-2, 180
"Toby Kimball", 78, 6-6, 220
"Jim King", 74, 6-2, 175
"Don Kojis", 77, 6-5, 215
"Howard Komives", 73, 6-1, 185
"Tommy Kron", 77, 6-5, 200
"Rudy LaRusso", 79, 6-7, 220
"Dave Lattin", 78, 6-6, 225
"Clyde Lee", 82, 6-10, 205
"George Lee", 76, 6-4, 200
"George Lehmann", 72, 6-0, 180
"Bobby Lewis", 75, 6-3, 175
"Paul Long", 74, 6-2, 180
"Plummer Lott", 77, 6-5, 210
"Kevin Loughery", 75, 6-3, 190
"Bob Love", 80, 6-8, 215
"Jerry Lucas", 80, 6-8, 230
"Ed Manning", 79, 6-7, 210
"Jack Marin", 79, 6-7, 200
"Jon McGlocklin", 77, 6-5, 205
"Stan McKenzie", 77, 6-5, 195
"McCoy McLemore", 79, 6-7, 230
"Bill Melchionni", 73, 6-1, 165
"Tom Meschery", 78, 6-6, 215
"Eddie Miles", 76, 6-4, 195
"Jay Miller", 77, 6-5, 205
"Earl Monroe", 75, 6-3, 185
"Erwin Mueller", 80, 6-8, 230
"Jeff Mullins", 76, 6-4, 190
"Dorie Murrey", 80, 6-8, 215
"Don Nelson", 78, 6-6, 210
"Don Ohl", 75, 6-3, 190
"Bud Olsen", 80, 6-8, 220
"George Patterson", 80, 6-8, 230
"Willis Reed", 81, 6-9, 235
"Jim Reid", 78, 6-6, 210
"Pat Riley", 76, 6-4, 205
"Oscar Robertson", 77, 6-5, 205
"Flynn Robinson", 73, 6-1, 185
"Guy Rodgers", 72, 6-0, 185
"Bob Rule", 81, 6-9, 220
"Bill Russell", 82, 6-10, 215
"Cazzie Russell", 77, 6-5, 218
"Tom Sanders", 78, 6-6, 210
"Dave Schellhase", 75, 6-3, 205
"Ray Scott", 81, 6-9, 215
"Larry Siegfried", 75, 6-3, 190
"Paul Silas", 79, 6-7, 220
"Jerry Sloan", 77, 6-5, 195
"Adrian Smith", 73, 6-1, 180
"Dick Snyder", 77, 6-5, 207
"Craig Spitzer", 84, 7-0, 225
"Joe Strawder", 82, 6-10, 235
"Tom Thacker", 74, 6-2, 170
"Rod Thorn", 76, 6-4, 195
"Nate Thurmond", 83, 6-11, 225
"Gene Tormohlen", 80, 6-8, 230
"John Tresvant", 79, 6-7, 215
"Al Tucker", 80, 6-8, 190
"Bill Turner", 79, 6-7, 220
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Chet Walker", 78, 6-6, 212
"Jimmy Walker", 75, 6-3, 195
"Jim Ware", 79, 6-7, 210
"Bob Warlick", 77, 6-5, 200
"Jim Washington", 78, 6-6, 210
"Bob Weiss", 74, 6-2, 180
"Rick Weitzman", 74, 6-2, 175
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"Roland West", 76, 6-4, 178
"John Wetzel", 77, 6-5, 190
"Ken Wilburn", 78, 6-6, 195
"Lenny Wilkens", 73, 6-1, 180
"Art Williams", 73, 6-1, 180
"George Wilson", 80, 6-8, 225
"Tom Workman", 79, 6-7, 218
