"Name", Height (Inches), Height(Feet-Inches), Weight
"Billy Paultz", 83, 6-11, 235
"Roger Phegley", 78, 6-6, 205
"Stan Pietkiewicz", 77, 6-5, 200
"Ben Poquette", 81, 6-9, 235
"Kevin Porter", 72, 6-0, 170
"Jim Price", 75, 6-3, 195
"Wayne Radford", 75, 6-3, 205
"Clifford Ray", 81, 6-9, 230
"Marlon Redmond", 78, 6-6, 188
"Robert Reid", 80, 6-8, 205
"Kevin Restani", 81, 6-9, 225
"Micheal Ray Richardson", 77, 6-5, 189
"Anthony Roberts", 77, 6-5, 185
"Tony Robertson", 76, 6-4, 195
"Rick Robey", 83, 6-11, 230
"Jackie Robinson", 78, 6-6, 210
"Truck Robinson", 79, 6-7, 225
"Bill Robinzine", 79, 6-7, 230
"Dave Robisch", 82, 6-10, 235
"Tree Rollins", 85, 7-1, 235
"Dan Roundfield", 80, 6-8, 205
"Curtis Rowe", 79, 6-7, 225
"John Rudd", 79, 6-7, 230
"Campy Russell", 80, 6-8, 215
"Frankie Sanders", 78, 6-6, 200
"Alvin Scott", 79, 6-7, 185
"Charlie Scott", 77, 6-5, 175
"Lonnie Shelton", 80, 6-8, 240
"Steve Sheppard", 78, 6-6, 215
"Purvis Short", 79, 6-7, 210
"Jack Sikma", 83, 6-11, 230
"James Silas", 73, 6-1, 180
"Paul Silas", 79, 6-7, 220
"Ralph Simpson", 77, 6-5, 200
"Al Skinner", 75, 6-3, 190
"Bingo Smith", 77, 6-5, 195
"Elmore Smith", 84, 7-0, 250
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Robert Smith", 71, 5-11, 165
"Sam Smith", 76, 6-4, 200
"Willie Smith", 74, 6-2, 170
"Dick Snyder", 77, 6-5, 207
"Ricky Sobers", 75, 6-3, 198
"Kevin Stacom", 75, 6-3, 185
"Larry Steele", 77, 6-5, 180
"Earl Tatum", 77, 6-5, 185
"Brian Taylor", 74, 6-2, 185
"Ira Terrell", 80, 6-8, 200
"Reggie Theus", 79, 6-7, 190
"David Thompson", 76, 6-4, 195
"Mychal Thompson", 82, 6-10, 226
"Rudy Tomjanovich", 80, 6-8, 218
"Raymond Townsend", 75, 6-3, 175
"Dave Twardzik", 73, 6-1, 175
"Terry Tyler", 79, 6-7, 215
"Wes Unseld", 79, 6-7, 245
"Jan Van Breda Kolff", 79, 6-7, 195
"Norm Van Lier", 73, 6-1, 173
"Andre Wakefield", 75, 6-3, 175
"Foots Walker", 72, 6-0, 172
"Wally Walker", 79, 6-7, 190
"Lloyd Walton", 72, 6-0, 160
"Kermit Washington", 80, 6-8, 230
"Richard Washington", 83, 6-11, 220
"Wilson Washington", 81, 6-9, 227
"Slick Watts", 73, 6-1, 175
"Nick Weatherspoon", 79, 6-7, 195
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Paul Westphal", 76, 6-4, 195
"Jo Jo White", 75, 6-3, 190
"Jerome Whitehead", 82, 6-10, 220
"Sidney Wicks", 80, 6-8, 225
"Bob Wilkerson", 78, 6-6, 195
"Jamaal Wilkes", 78, 6-6, 190
"Earl Williams", 79, 6-7, 230
"Freeman Williams", 76, 6-4, 190
"Gus Williams", 74, 6-2, 175
"Nate Williams", 77, 6-5, 215
"Ray Williams", 75, 6-3, 188
"John Williamson", 74, 6-2, 185
"Rick Wilson", 77, 6-5, 200
"Brian Winters", 76, 6-4, 185
"Larry Wright", 73, 6-1, 160
