"Name", Height (Inches), Height(Feet-Inches), Weight
"Jon McGlocklin", 77, 6-5, 205
"Stan McKenzie", 77, 6-5, 195
"McCoy McLemore", 79, 6-7, 230
"Tom Meschery", 78, 6-6, 215
"Eddie Miles", 76, 6-4, 195
"Jay Miller", 77, 6-5, 205
"Earl Monroe", 75, 6-3, 185
"Otto Moore", 83, 6-11, 205
"Erwin Mueller", 80, 6-8, 230
"Jeff Mullins", 76, 6-4, 190
"Dorie Murrey", 80, 6-8, 215
"Don Nelson", 78, 6-6, 210
"Dave Newmark", 84, 7-0, 240
"Rich Niemann", 84, 7-0, 245
"Don Ohl", 75, 6-3, 190
"Bud Olsen", 80, 6-8, 220
"Barry Orms", 75, 6-3, 190
"Charlie Paulk", 80, 6-8, 219
"Loy Petersen", 77, 6-5, 205
"Bob Quick", 77, 6-5, 215
"Craig Raymond", 83, 6-11, 235
"Willis Reed", 81, 6-9, 235
"Pat Riley", 76, 6-4, 205
"Mike Riordan", 76, 6-4, 200
"Oscar Robertson", 77, 6-5, 205
"Flynn Robinson", 73, 6-1, 185
"Guy Rodgers", 72, 6-0, 185
"Bob Rule", 81, 6-9, 220
"Bill Russell", 82, 6-10, 215
"Cazzie Russell", 77, 6-5, 218
"Tom Sanders", 78, 6-6, 210
"Dale Schlueter", 82, 6-10, 225
"Ray Scott", 81, 6-9, 215
"Larry Siegfried", 75, 6-3, 190
"Paul Silas", 79, 6-7, 220
"Doug Sims", 79, 6-7, 195
"Jerry Sloan", 77, 6-5, 195
"Adrian Smith", 73, 6-1, 180
"Greg Smith", 77, 6-5, 195
"Dick Snyder", 77, 6-5, 207
"Rod Thorn", 76, 6-4, 195
"Nate Thurmond", 83, 6-11, 225
"John Trapp", 79, 6-7, 210
"John Tresvant", 79, 6-7, 215
"Al Tucker", 80, 6-8, 190
"Bill Turner", 79, 6-7, 220
"Wes Unseld", 79, 6-7, 245
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Chet Walker", 78, 6-6, 212
"Jimmy Walker", 75, 6-3, 195
"Dwight Waller", 78, 6-6, 220
"Bob Warlick", 77, 6-5, 200
"Jim Washington", 78, 6-6, 210
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"Ken Wilburn", 78, 6-6, 195
"Lenny Wilkens", 73, 6-1, 180
"Art Williams", 73, 6-1, 180
"Cliff Williams", 75, 6-3, 180
"Ron Williams", 75, 6-3, 188
"Sam Williams", 75, 6-3, 180
"George Wilson", 80, 6-8, 225
"Tom Workman", 79, 6-7, 218
