"Name", Height (Inches), Height(Feet-Inches), Weight
"Sam Lacey", 82, 6-10, 235
"Bo Lamar", 73, 6-1, 180
"John Lambert", 82, 6-10, 225
"Bob Lanier", 83, 6-11, 250
"John Laskowski", 78, 6-6, 185
"Mo Layton", 73, 6-1, 180
"Ron Lee", 76, 6-4, 193
"Freddie Lewis", 72, 6-0, 175
"Scott Lloyd", 82, 6-10, 230
"Bob Love", 80, 6-8, 215
"John Lucas", 75, 6-3, 175
"Maurice Lucas", 81, 6-9, 215
"Moses Malone", 82, 6-10, 215
"Pete Maravich", 77, 6-5, 197
"Jack Marin", 79, 6-7, 200
"Scott May", 79, 6-7, 215
"Clyde Mayes", 80, 6-8, 225
"Bob McAdoo", 81, 6-9, 210
"Andre McCarter", 75, 6-3, 190
"Ted McClain", 73, 6-1, 180
"Paul McCracken", 76, 6-4, 180
"Glenn McDonald", 78, 6-6, 190
"Jim McElroy", 75, 6-3, 190
"George McGinnis", 80, 6-8, 235
"Tom McMillen", 83, 6-11, 215
"Jim McMillian", 77, 6-5, 215
"Larry McNeill", 81, 6-9, 195
"Dean Meminger", 72, 6-0, 175
"John Mengelt", 74, 6-2, 195
"Joe Meriweather", 82, 6-10, 215
"Dave Meyers", 80, 6-8, 215
"Steve Mix", 79, 6-7, 215
"Eric Money", 72, 6-0, 170
"Earl Monroe", 75, 6-3, 185
"Otto Moore", 83, 6-11, 205
"Allen Murphy", 77, 6-5, 190
"Calvin Murphy", 69, 5-9, 165
"Swen Nater", 83, 6-11, 240
"Lloyd Neal", 79, 6-7, 225
"Louie Nelson", 75, 6-3, 190
"Johnny Neumann", 78, 6-6, 200
"Mike Newlin", 76, 6-4, 200
"Willie Norwood", 79, 6-7, 220
"Mark Olberding", 80, 6-8, 225
"Frank Oleynick", 74, 6-2, 185
"Tom Owens", 82, 6-10, 215
"Joe Pace", 82, 6-10, 220
"Robert Parish", 84, 7-0, 230
"Sonny Parker", 78, 6-6, 200
"Billy Paultz", 83, 6-11, 235
"Curtis Perry", 79, 6-7, 220
"Cliff Pondexter", 81, 6-9, 233
"Howard Porter", 80, 6-8, 220
"Kevin Porter", 72, 6-0, 170
"Jim Price", 75, 6-3, 195
"Ed Ratleff", 78, 6-6, 195
"Clifford Ray", 81, 6-9, 230
"Kevin Restani", 81, 6-9, 225
"Mike Riordan", 76, 6-4, 200
"Marv Roberts", 80, 6-8, 200
"Truck Robinson", 79, 6-7, 225
"Bill Robinzine", 79, 6-7, 230
"Dave Robisch", 82, 6-10, 235
"Marshall Rogers", 73, 6-1, 190
"Dan Roundfield", 80, 6-8, 205
"Curtis Rowe", 79, 6-7, 225
"Campy Russell", 80, 6-8, 215
"Cazzie Russell", 77, 6-5, 218
"Fred Saunders", 79, 6-7, 210
"Dale Schlueter", 82, 6-10, 225
"Charlie Scott", 77, 6-5, 175
"Bruce Seals", 80, 6-8, 210
"Phil Sellers", 76, 6-4, 195
"Lonnie Shelton", 80, 6-8, 240
"John Shumate", 81, 6-9, 235
"James Silas", 73, 6-1, 180
"Paul Silas", 79, 6-7, 220
"Ralph Simpson", 77, 6-5, 200
"Al Skinner", 75, 6-3, 190
"Bingo Smith", 77, 6-5, 195
"Elmore Smith", 84, 7-0, 250
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Willie Smith", 74, 6-2, 170
"Dick Snyder", 77, 6-5, 207
"Ricky Sobers", 75, 6-3, 198
"Mike Sojourner", 81, 6-9, 225
"Kevin Stacom", 75, 6-3, 185
"Bud Stallworth", 77, 6-5, 190
"Keith Starr", 78, 6-6, 190
"Larry Steele", 77, 6-5, 180
"Earl Tatum", 77, 6-5, 185
"Brian Taylor", 74, 6-2, 185
"Fatty Taylor", 72, 6-0, 175
"Ira Terrell", 80, 6-8, 200
"Chuck Terry", 78, 6-6, 215
"Claude Terry", 76, 6-4, 195
"David Thompson", 76, 6-4, 195
"Nate Thurmond", 83, 6-11, 225
"Dean Tolson", 80, 6-8, 190
"Rudy Tomjanovich", 80, 6-8, 218
"Monte Towe", 67, 5-7, 150
"George Trapp", 80, 6-8, 205
"Dave Twardzik", 73, 6-1, 175
"Wes Unseld", 79, 6-7, 245
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Jan Van Breda Kolff", 79, 6-7, 195
"Norm Van Lier", 73, 6-1, 173
"Neal Walk", 82, 6-10, 220
"Andy Walker", 76, 6-4, 190
"Foots Walker", 72, 6-0, 172
"Wally Walker", 79, 6-7, 190
"Bill Walton", 83, 6-11, 210
"Lloyd Walton", 72, 6-0, 160
"Henry Ward", 76, 6-4, 195
"Cornell Warner", 81, 6-9, 220
"Kermit Washington", 80, 6-8, 230
"Richard Washington", 83, 6-11, 220
"Slick Watts", 73, 6-1, 175
"Nick Weatherspoon", 79, 6-7, 195
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Bob Weiss", 74, 6-2, 180
"Paul Westphal", 76, 6-4, 195
"Jo Jo White", 75, 6-3, 190
"Rudy White", 74, 6-2, 195
"Sidney Wicks", 80, 6-8, 225
"Bob Wilkerson", 78, 6-6, 195
"Jamaal Wilkes", 78, 6-6, 190
"Chuck Williams", 74, 6-2, 175
"Chuckie Williams", 75, 6-3, 180
"Earl Williams", 79, 6-7, 230
"Gus Williams", 74, 6-2, 175
"Nate Williams", 77, 6-5, 215
"John Williamson", 74, 6-2, 185
"Bill Willoughby", 80, 6-8, 205
"Bobby Wilson", 75, 6-3, 175
"Brian Winters", 76, 6-4, 185
"Willie Wise", 77, 6-5, 210
"Dave Wohl", 74, 6-2, 185
"Larry Wright", 73, 6-1, 160
