"Name", Height (Inches), Height(Feet-Inches), Weight
"Cedric Lewis", 82, 6-10, 235
"Martin Lewis", 77, 6-5, 210
"Alton Lister", 84, 7-0, 240
"Brad Lohaus", 83, 6-11, 230
"Grant Long", 80, 6-8, 225
"Luc Longley", 86, 7-2, 265
"George Lynch", 80, 6-8, 218
"Sam Mack", 79, 6-7, 220
"Don MacLean", 82, 6-10, 235
"Mark Macon", 76, 6-4, 185
"Rick Mahorn", 82, 6-10, 240
"Dan Majerle", 78, 6-6, 215
"Jeff Malone", 76, 6-4, 205
"Karl Malone", 81, 6-9, 250
"Danny Manning", 82, 6-10, 230
"Rich Manning", 83, 6-11, 253
"Sarunas Marciulionis", 77, 6-5, 200
"Donny Marshall", 79, 6-7, 230
"Donyell Marshall", 81, 6-9, 218
"Cuonzo Martin", 77, 6-5, 213
"Darrick Martin", 71, 5-11, 170
"Jamal Mashburn", 80, 6-8, 240
"Anthony Mason", 79, 6-7, 250
"Tony Massenburg", 81, 6-9, 220
"Vernon Maxwell", 76, 6-4, 180
"Lee Mayberry", 73, 6-1, 172
"Bob McCann", 78, 6-6, 244
"George McCloud", 78, 6-6, 205
"Clint McDaniel", 76, 6-4, 180
"Antonio McDyess", 81, 6-9, 220
"Jim McIlvaine", 85, 7-1, 240
"Derrick McKey", 81, 6-9, 205
"Aaron McKie", 77, 6-5, 209
"Nate McMillan", 77, 6-5, 195
"Loren Meyer", 82, 6-10, 257
"Anthony Miller", 81, 6-9, 225
"Oliver Miller", 81, 6-9, 280
"Reggie Miller", 79, 6-7, 185
"Chris Mills", 78, 6-6, 215
"Terry Mills", 82, 6-10, 230
"Harold Miner", 77, 6-5, 210
"Greg Minor", 78, 6-6, 210
"Sam Mitchell", 78, 6-6, 210
"Eric Mobley", 83, 6-11, 235
"Eric Montross", 84, 7-0, 270
"Tracy Moore", 76, 6-4, 200
"Chris Morris", 80, 6-8, 210
"Lawrence Moten", 77, 6-5, 185
"Alonzo Mourning", 82, 6-10, 240
"Chris Mullin", 78, 6-6, 200
"Todd Mundt", 84, 7-0, 250
"Eric Murdock", 73, 6-1, 190
"Gheorghe Muresan", 91, 7-7, 303
"Lamond Murray", 79, 6-7, 236
"Tracy Murray", 79, 6-7, 225
"Dikembe Mutombo", 86, 7-2, 245
"Pete Myers", 78, 6-6, 180
"Howard Nathan", 71, 5-11, 175
"Johnny Newman", 79, 6-7, 190
"Ken Norman", 80, 6-8, 215
"Ed O'Bannon", 80, 6-8, 222
"Shaquille O'Neal", 85, 7-1, 325
"Dan O'Sullivan", 82, 6-10, 250
"Charles Oakley", 80, 6-8, 225
"Hakeem Olajuwon", 84, 7-0, 255
"Greg Ostertag", 86, 7-2, 280
"Bo Outlaw", 80, 6-8, 210
"Doug Overton", 75, 6-3, 190
"Billy Owens", 80, 6-8, 220
"Robert Pack", 74, 6-2, 180
"Robert Parish", 84, 7-0, 230
"Cherokee Parks", 83, 6-11, 235
"Gary Payton", 76, 6-4, 180
"Anthony Peeler", 76, 6-4, 208
"Mike Peplowski", 82, 6-10, 270
"Will Perdue", 84, 7-0, 240
"Sam Perkins", 81, 6-9, 235
"Elliot Perry", 72, 6-0, 150
"Tim Perry", 81, 6-9, 200
"Chuck Person", 80, 6-8, 220
"Wesley Person", 78, 6-6, 195
"Bobby Phills", 77, 6-5, 210
"Eric Piatkowski", 79, 6-7, 215
"Ricky Pierce", 76, 6-4, 205
"Ed Pinckney", 81, 6-9, 195
"Scottie Pippen", 80, 6-8, 210
"Olden Polynice", 83, 6-11, 220
"Terry Porter", 75, 6-3, 195
"Brent Price", 73, 6-1, 165
"Mark Price", 72, 6-0, 170
"Kevin Pritchard", 75, 6-3, 180
"Dino Radja", 83, 6-11, 225
"Theo Ratliff", 82, 6-10, 225
"Eldridge Recasner", 75, 6-3, 190
"Bryant Reeves", 84, 7-0, 275
"Khalid Reeves", 75, 6-3, 199
"Don Reid", 80, 6-8, 250
"J.R. Reid", 81, 6-9, 247
"Terrence Rencher", 75, 6-3, 185
"Shawn Respert", 73, 6-1, 195
"Jerry Reynolds", 80, 6-8, 200
"Glen Rice", 79, 6-7, 215
"Pooh Richardson", 73, 6-1, 180
"Mitch Richmond", 77, 6-5, 215
"Isaiah Rider", 77, 6-5, 215
"Eric Riley", 84, 7-0, 245
"Doc Rivers", 76, 6-4, 185
"Fred Roberts", 82, 6-10, 218
"Stanley Roberts", 84, 7-0, 285
"Alvin Robertson", 75, 6-3, 185
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Glenn Robinson", 79, 6-7, 225
"James Robinson", 74, 6-2, 180
"Rumeal Robinson", 74, 6-2, 195
"Dennis Rodman", 79, 6-7, 210
"Lou Roe", 79, 6-7, 220
"Carlos Rogers", 83, 6-11, 220
"Rodney Rogers", 79, 6-7, 235
"Sean Rooks", 82, 6-10, 250
"Jalen Rose", 80, 6-8, 210
"Donald Royal", 80, 6-8, 210
"Clifford Rozier", 83, 6-11, 245
"Trevor Ruffin", 73, 6-1, 185
"Stefano Rusconi", 81, 6-9, 240
"Bryon Russell", 79, 6-7, 225
"Arvydas Sabonis", 87, 7-3, 279
"John Salley", 83, 6-11, 230
"Danny Schayes", 83, 6-11, 235
"Steve Scheffler", 81, 6-9, 250
"Dwayne Schintzius", 85, 7-1, 260
"Detlef Schrempf", 81, 6-9, 214
"Byron Scott", 75, 6-3, 195
"Dennis Scott", 80, 6-8, 229
"Malik Sealy", 80, 6-8, 190
"Rony Seikaly", 83, 6-11, 230
"Brian Shaw", 78, 6-6, 190
"Lionel Simmons", 79, 6-7, 210
"Dickey Simpkins", 81, 6-9, 248
"Scott Skiles", 73, 6-1, 180
"Reggie Slater", 79, 6-7, 215
"Charles Smith", 73, 6-1, 160
"Charles Smith", 82, 6-10, 230
"Doug Smith", 82, 6-10, 220
"Joe Smith", 82, 6-10, 225
"Kenny Smith", 75, 6-3, 170
"Michael Smith", 80, 6-8, 230
"Steve Smith", 79, 6-7, 200
"Tony Smith", 75, 6-3, 185
"Rik Smits", 88, 7-4, 250
"Eric Snow", 75, 6-3, 190
"Elmore Spencer", 84, 7-0, 270
"Felton Spencer", 84, 7-0, 265
"Latrell Sprewell", 77, 6-5, 190
"Jerry Stackhouse", 78, 6-6, 218
"John Starks", 75, 6-3, 180
"Bryant Stith", 77, 6-5, 208
"John Stockton", 73, 6-1, 170
"Damon Stoudamire", 70, 5-10, 171
"Rod Strickland", 75, 6-3, 175
"Derek Strong", 80, 6-8, 220
"Bob Sura", 77, 6-5, 200
"Greg Sutton", 74, 6-2, 170
"Larry Sykes", 81, 6-9, 255
"Zan Tabak", 84, 7-0, 245
"Kurt Thomas", 81, 6-9, 230
"Brooks Thompson", 76, 6-4, 193
"LaSalle Thompson", 82, 6-10, 245
"Bob Thornton", 82, 6-10, 225
"Otis Thorpe", 81, 6-9, 225
"Sedale Threatt", 74, 6-2, 175
"Wayman Tisdale", 81, 6-9, 240
"Andy Toolson", 78, 6-6, 210
"Keith Tower", 83, 6-11, 250
"Gary Trent", 80, 6-8, 250
"Jeff Turner", 81, 6-9, 230
"Nick Van Exel", 73, 6-1, 170
"Logan Vander Velden", 80, 6-8, 215
"David Vaughn", 81, 6-9, 240
"Loy Vaught", 81, 6-9, 230
"Rasheed Wallace", 82, 6-10, 225
"Rex Walters", 76, 6-4, 190
"Charlie Ward", 74, 6-2, 190
"Jamie Watson", 79, 6-7, 190
"Clarence Weatherspoon", 78, 6-6, 240
"Spud Webb", 66, 5-6, 133
"Chris Webber", 81, 6-9, 245
"Jeff Webster", 80, 6-8, 232
"Bill Wennington", 84, 7-0, 245
"Robert Werdann", 83, 6-11, 250
"David Wesley", 72, 6-0, 190
"Doug West", 78, 6-6, 200
"Mark West", 82, 6-10, 230
"Dwayne Whitfield", 81, 6-9, 240
"Chris Whitney", 72, 6-0, 168
"Gerald Wilkins", 78, 6-6, 185
"Buck Williams", 80, 6-8, 215
"Eric Williams", 80, 6-8, 220
"Herb Williams", 82, 6-10, 242
"Hot Rod Williams", 83, 6-11, 215
"Jayson Williams", 81, 6-9, 240
"Lorenzo Williams", 81, 6-9, 200
"Micheal Williams", 74, 6-2, 175
"Monty Williams", 80, 6-8, 225
"Reggie Williams", 79, 6-7, 190
"Scott Williams", 82, 6-10, 230
"Walt Williams", 80, 6-8, 219
"Corliss Williamson", 79, 6-7, 245
"Kevin Willis", 84, 7-0, 220
"Trevor Wilson", 79, 6-7, 210
"David Wingate", 77, 6-5, 185
"Dontonio Wingfield", 80, 6-8, 256
"Joe Wolf", 83, 6-11, 230
"David Wood", 81, 6-9, 227
"Randy Woods", 70, 5-10, 185
"Haywoode Workman", 74, 6-2, 180
"Sharone Wright", 83, 6-11, 260
"George Zidek", 84, 7-0, 250
