"Name", Height (Inches), Height(Feet-Inches), Weight
"Terry Duerod", 74, 6-2, 180
"Mike Dunleavy", 75, 6-3, 180
"T.R. Dunn", 76, 6-4, 192
"John Duren", 75, 6-3, 195
"Craig Dykema", 80, 6-8, 190
"Franklin Edwards", 73, 6-1, 170
"James Edwards", 84, 7-0, 225
"Len Elmore", 81, 6-9, 220
"Alex English", 79, 6-7, 190
"Julius Erving", 78, 6-6, 200
"Mike Evans", 73, 6-1, 170
"Eric Fernsten", 82, 6-10, 205
"Chris Ford", 77, 6-5, 190
"Don Ford", 81, 6-9, 215
"Phil Ford", 74, 6-2, 175
"World B. Free", 74, 6-2, 185
"Mike Gale", 76, 6-4, 185
"Calvin Garrett", 79, 6-7, 190
"George Gervin", 79, 6-7, 180
"Artis Gilmore", 86, 7-2, 240
"Mike Glenn", 74, 6-2, 175
"Mike Gminski", 83, 6-11, 250
"Glen Gondrezick", 78, 6-6, 218
"Rickey Green", 72, 6-0, 170
"Dave Greenwood", 81, 6-9, 222
"Kevin Grevey", 77, 6-5, 210
"Paul Griffin", 81, 6-9, 205
"Darrell Griffith", 76, 6-4, 190
"Bob Gross", 78, 6-6, 200
"Ernie Grunfeld", 78, 6-6, 210
"Petur Gudmundsson", 86, 7-2, 260
"Glenn Hagan", 72, 6-0, 170
"Bill Hanzlik", 79, 6-7, 185
"Alan Hardy", 79, 6-7, 195
"James Hardy", 80, 6-8, 220
"Mike Harper", 82, 6-10, 195
"Joe Hassett", 77, 6-5, 180
"Steve Hawes", 81, 6-9, 220
"Elvin Hayes", 81, 6-9, 235
"Steve Hayes", 84, 7-0, 205
"Spencer Haywood", 80, 6-8, 225
"Gerald Henderson", 74, 6-2, 175
"Tom Henderson", 75, 6-3, 190
"Keith Herron", 78, 6-6, 195
"Kenny Higgs", 72, 6-0, 180
"Armond Hill", 76, 6-4, 190
"Brad Holland", 75, 6-3, 180
"Lionel Hollins", 75, 6-3, 185
"Cedrick Hordges", 80, 6-8, 220
"Phil Hubbard", 80, 6-8, 215
"Geoff Huston", 74, 6-2, 175
"Dan Issel", 81, 6-9, 235
"Tracy Jackson", 78, 6-6, 205
"Clay Johnson", 76, 6-4, 175
"Clemon Johnson", 82, 6-10, 240
"Dennis Johnson", 76, 6-4, 185
"Eddie Johnson", 74, 6-2, 180
"Eddie Johnson", 79, 6-7, 215
"Frank Johnson", 73, 6-1, 185
"George Johnson", 83, 6-11, 205
"George Johnson", 79, 6-7, 210
"John Johnson", 79, 6-7, 200
"Magic Johnson", 80, 6-8, 215
"Marques Johnson", 79, 6-7, 218
"Mickey Johnson", 82, 6-10, 190
"Ollie Johnson", 78, 6-6, 200
"Reggie Johnson", 81, 6-9, 205
"Steve Johnson", 82, 6-10, 235
"Vinnie Johnson", 74, 6-2, 200
"Bobby Jones", 81, 6-9, 210
"Caldwell Jones", 83, 6-11, 217
"Dwight Jones", 82, 6-10, 210
"Edgar Jones", 82, 6-10, 225
"Major Jones", 81, 6-9, 225
"Eddie Jordan", 73, 6-1, 170
"Jeff Judkins", 78, 6-6, 185
"Clarence Kea", 78, 6-6, 218
"Rich Kelley", 84, 7-0, 235
"Greg Kelser", 79, 6-7, 190
"Larry Kenon", 81, 6-9, 205
"Albert King", 78, 6-6, 190
"Bernard King", 79, 6-7, 205
"Reggie King", 78, 6-6, 225
"Billy Knight", 78, 6-6, 195
"Toby Knight", 81, 6-9, 210
"Joel Kramer", 79, 6-7, 203
"Kevin Kunnert", 84, 7-0, 230
"Mitch Kupchak", 81, 6-9, 230
"Sam Lacey", 82, 6-10, 235
"Tom LaGarde", 82, 6-10, 220
"Bill Laimbeer", 83, 6-11, 245
"John Lambert", 82, 6-10, 225
"Jeff Lamp", 78, 6-6, 195
"Mark Landsberger", 80, 6-8, 215
"Bob Lanier", 83, 6-11, 250
"Allen Leavell", 73, 6-1, 170
"Rock Lee", 82, 6-10, 220
"Ron Lee", 76, 6-4, 193
"Ronnie Lester", 74, 6-2, 175
"Alton Lister", 84, 7-0, 240
"Lewis Lloyd", 78, 6-6, 205
"Scott Lloyd", 82, 6-10, 230
"Kevin Loder", 78, 6-6, 205
"John Long", 77, 6-5, 195
"John Lucas", 75, 6-3, 175
"Maurice Lucas", 81, 6-9, 215
"Ollie Mack", 75, 6-3, 185
"Rudy Macklin", 79, 6-7, 205
"Kyle Macy", 75, 6-3, 175
"Rick Mahorn", 82, 6-10, 240
"Moses Malone", 82, 6-10, 215
"Wes Matthews", 73, 6-1, 170
"Cedric Maxwell", 80, 6-8, 205
"Scott May", 79, 6-7, 215
"Bob McAdoo", 81, 6-9, 210
"John McCullough", 76, 6-4, 190
"Hank McDowell", 81, 6-9, 215
"Jim McElroy", 75, 6-3, 190
"Mike McGee", 77, 6-5, 190
"George McGinnis", 80, 6-8, 235
"Kevin McHale", 82, 6-10, 210
"Kevin McKenna", 77, 6-5, 195
"Billy McKinney", 72, 6-0, 160
"Tom McMillen", 83, 6-11, 215
"Joe Meriweather", 82, 6-10, 215
"Mike Mitchell", 79, 6-7, 215
"Steve Mix", 79, 6-7, 215
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Johnny Moore", 73, 6-1, 175
"Lowes Moore", 73, 6-1, 170
"Calvin Murphy", 69, 5-9, 165
"Larry Nance", 82, 6-10, 205
"Swen Nater", 83, 6-11, 240
"Calvin Natt", 78, 6-6, 220
"Mike Newlin", 76, 6-4, 200
"Carl Nicks", 73, 6-1, 175
"Kurt Nimphius", 82, 6-10, 218
"Norm Nixon", 74, 6-2, 170
"Mike O'Koren", 79, 6-7, 207
"Mark Olberding", 80, 6-8, 225
"Jawann Oldham", 84, 7-0, 215
"Louis Orr", 80, 6-8, 175
"Tom Owens", 82, 6-10, 215
"Robert Parish", 84, 7-0, 230
"Sonny Parker", 78, 6-6, 200
"Billy Paultz", 83, 6-11, 235
"Jim Paxson", 78, 6-6, 200
"Sam Pellom", 81, 6-9, 225
"Roger Phegley", 78, 6-6, 205
"Ben Poquette", 81, 6-9, 235
"Mark Radford", 76, 6-4, 190
"Ed Rains", 79, 6-7, 190
"Kurt Rambis", 80, 6-8, 213
"Kelvin Ransey", 73, 6-1, 170
"James Ray", 80, 6-8, 215
"Robert Reid", 80, 6-8, 205
"Kevin Restani", 81, 6-9, 225
"Clint Richardson", 75, 6-3, 195
"Micheal Ray Richardson", 77, 6-5, 189
"Rick Robey", 83, 6-11, 230
"Cliff Robinson", 81, 6-9, 220
"Jackie Robinson", 78, 6-6, 210
"Truck Robinson", 79, 6-7, 225
"Bill Robinzine", 79, 6-7, 230
"Dave Robisch", 82, 6-10, 235
"John Roche", 75, 6-3, 170
"Tree Rollins", 85, 7-1, 235
"Lorenzo Romar", 73, 6-1, 175
"Dan Roundfield", 80, 6-8, 205
"Jeff Ruland", 82, 6-10, 240
"Campy Russell", 80, 6-8, 215
"DeWayne Scales", 80, 6-8, 208
"Danny Schayes", 83, 6-11, 235
"Alvin Scott", 79, 6-7, 185
"Craig Shelton", 79, 6-7, 210
"Lonnie Shelton", 80, 6-8, 240
"Purvis Short", 79, 6-7, 210
"Jerry Sichting", 73, 6-1, 168
"Jack Sikma", 83, 6-11, 230
"James Silas", 73, 6-1, 180
"Jim Smith", 81, 6-9, 225
"Larry Smith", 80, 6-8, 215
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Robert Smith", 71, 5-11, 165
"Ricky Sobers", 75, 6-3, 198
"Jim Spanarkel", 77, 6-5, 190
"Rory Sparrow", 74, 6-2, 175
"Larry Spriggs", 79, 6-7, 230
"Kevin Stacom", 75, 6-3, 185
"Brian Taylor", 74, 6-2, 185
"Carlos Terry", 77, 6-5, 210
"Reggie Theus", 79, 6-7, 190
"Isiah Thomas", 73, 6-1, 180
"David Thompson", 76, 6-4, 195
"Mychal Thompson", 82, 6-10, 226
"Ray Tolbert", 81, 6-9, 225
"Andrew Toney", 75, 6-3, 178
"Raymond Townsend", 75, 6-3, 175
"Kelly Tripucka", 78, 6-6, 220
"Elston Turner", 77, 6-5, 190
"Terry Tyler", 79, 6-7, 215
"Darnell Valentine", 73, 6-1, 183
"Jan Van Breda Kolff", 79, 6-7, 195
"Kiki Vandeweghe", 80, 6-8, 220
"Pete Verhoeven", 81, 6-9, 215
"Jay Vincent", 79, 6-7, 220
"Danny Vranes", 79, 6-7, 210
"Foots Walker", 72, 6-0, 172
"Wally Walker", 79, 6-7, 190
"Kermit Washington", 80, 6-8, 230
"Richard Washington", 83, 6-11, 220
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Paul Westphal", 76, 6-4, 195
"Jerome Whitehead", 82, 6-10, 220
"Hawkeye Whitney", 77, 6-5, 235
"Michael Wiley", 81, 6-9, 200
"Bob Wilkerson", 78, 6-6, 195
"Jamaal Wilkes", 78, 6-6, 190
"James Wilkes", 79, 6-7, 195
"Jeff Wilkins", 83, 6-11, 230
"Buck Williams", 80, 6-8, 215
"Freeman Williams", 76, 6-4, 190
"Gus Williams", 74, 6-2, 175
"Herb Williams", 82, 6-10, 242
"Ray Williams", 75, 6-3, 188
"Sam Williams", 80, 6-8, 210
"Sly Williams", 79, 6-7, 210
"Bill Willoughby", 80, 6-8, 205
"Brian Winters", 76, 6-4, 185
"Garry Witts", 79, 6-7, 190
"Al Wood", 78, 6-6, 193
"Howard Wood", 79, 6-7, 235
"Mike Woodson", 77, 6-5, 195
"Orlando Woolridge", 81, 6-9, 215
"Sam Worthen", 77, 6-5, 195
"Larry Wright", 73, 6-1, 160
"Rich Yonakor", 81, 6-9, 220
