"Name", Height (Inches), Height(Feet-Inches), Weight
"James Collins", 76, 6-4, 196
"Marty Conlon", 82, 6-10, 224
"Tyrone Corbin", 78, 6-6, 210
"James Cotton", 77, 6-5, 220
"Chris Crawford", 81, 6-9, 235
"Austin Croshere", 81, 6-9, 235
"John Crotty", 73, 6-1, 185
"Terry Cummings", 81, 6-9, 220
"William Cunningham", 83, 6-11, 250
"Bill Curley", 81, 6-9, 220
"Dell Curry", 76, 6-4, 190
"Michael Curry", 77, 6-5, 210
"Erick Dampier", 83, 6-11, 265
"Antonio Daniels", 76, 6-4, 195
"Lloyd Daniels", 79, 6-7, 205
"Yinka Dare", 84, 7-0, 265
"Antonio Davis", 81, 6-9, 215
"Ben Davis", 81, 6-9, 240
"Dale Davis", 83, 6-11, 230
"Emanual Davis", 76, 6-4, 195
"Hubert Davis", 77, 6-5, 183
"Mark Davis", 79, 6-7, 210
"Terry Davis", 81, 6-9, 225
"Todd Day", 78, 6-6, 188
"Andrew DeClercq", 82, 6-10, 230
"Terry Dehere", 74, 6-2, 190
"Vinny Del Negro", 76, 6-4, 185
"Bison Dele", 81, 6-9, 235
"Tony Delk", 73, 6-1, 189
"Vlade Divac", 85, 7-1, 243
"Sherman Douglas", 72, 6-0, 180
"Clyde Drexler", 79, 6-7, 210
"Chris Dudley", 83, 6-11, 235
"Joe Dumars", 75, 6-3, 190
"Tony Dumas", 78, 6-6, 190
"Tim Duncan", 83, 6-11, 248
"Ledell Eackles", 77, 6-5, 220
"Tyus Edney", 70, 5-10, 152
"Blue Edwards", 76, 6-4, 200
"Kevin Edwards", 75, 6-3, 190
"Howard Eisley", 74, 6-2, 177
"Mario Elie", 77, 6-5, 210
"Sean Elliott", 80, 6-8, 205
"Dale Ellis", 79, 6-7, 205
"Harold Ellis", 77, 6-5, 200
"LaPhonso Ellis", 80, 6-8, 240
"Pervis Ellison", 81, 6-9, 210
"Brian Evans", 80, 6-8, 220
"Patrick Ewing", 84, 7-0, 240
"Tony Farmer", 81, 6-9, 244
"Jamie Feick", 81, 6-9, 255
"Duane Ferrell", 79, 6-7, 209
"Danny Ferry", 82, 6-10, 230
"Michael Finley", 79, 6-7, 215
"Derek Fisher", 73, 6-1, 200
"Danny Fortson", 79, 6-7, 260
"Greg Foster", 83, 6-11, 240
"Rick Fox", 79, 6-7, 230
"Adonal Foyle", 82, 6-10, 250
"Todd Fuller", 83, 6-11, 255
"Lawrence Funderburke", 81, 6-9, 230
"Chris Garner", 70, 5-10, 156
"Kevin Garnett", 83, 6-11, 220
"Dean Garrett", 82, 6-10, 225
"Kiwane Garris", 74, 6-2, 183
"Chris Gatling", 82, 6-10, 220
"Reggie Geary", 74, 6-2, 187
"Matt Geiger", 84, 7-0, 243
"Kendall Gill", 77, 6-5, 195
"Armen Gilliam", 81, 6-9, 230
"Anthony Goldwire", 73, 6-1, 182
"Greg Graham", 76, 6-4, 174
"Brian Grant", 81, 6-9, 254
"Gary Grant", 75, 6-3, 185
"Harvey Grant", 80, 6-8, 195
"Horace Grant", 82, 6-10, 215
"Ed Gray", 75, 6-3, 210
"Jeff Grayer", 77, 6-5, 200
"A.C. Green", 81, 6-9, 220
"Litterial Green", 73, 6-1, 185
"Derek Grimm", 81, 6-9, 230
"Tom Gugliotta", 82, 6-10, 240
"Jack Haley", 82, 6-10, 240
"Darvin Ham", 79, 6-7, 220
"Tom Hammonds", 81, 6-9, 215
"Reggie Hanson", 80, 6-8, 195
"Anfernee Hardaway", 79, 6-7, 195
"Tim Hardaway", 72, 6-0, 175
"Derek Harper", 76, 6-4, 185
"Ron Harper", 78, 6-6, 185
"Othella Harrington", 81, 6-9, 235
"Lucious Harris", 77, 6-5, 190
"Hersey Hawkins", 75, 6-3, 190
"Alan Henderson", 81, 6-9, 235
"Cedric Henderson", 79, 6-7, 215
"Mark Hendrickson", 81, 6-9, 220
"Steve Henson", 71, 5-11, 177
"Carl Herrera", 81, 6-9, 215
"Sean Higgins", 81, 6-9, 205
"Grant Hill", 80, 6-8, 225
"Tyrone Hill", 81, 6-9, 240
"Fred Hoiberg", 76, 6-4, 203
"Jerald Honeycutt", 81, 6-9, 245
"Jeff Hornacek", 75, 6-3, 190
"Robert Horry", 81, 6-9, 220
"Allan Houston", 78, 6-6, 200
"Juwan Howard", 81, 6-9, 240
"Stephen Howard", 81, 6-9, 225
"Troy Hudson", 73, 6-1, 170
"Lindsey Hunter", 74, 6-2, 170
"Bobby Hurley", 72, 6-0, 165
"Zydrunas Ilgauskas", 87, 7-3, 238
"Allen Iverson", 72, 6-0, 165
"Bobby Jackson", 73, 6-1, 185
"Jaren Jackson", 76, 6-4, 190
"Jim Jackson", 78, 6-6, 220
"Mark Jackson", 73, 6-1, 180
"Henry James", 80, 6-8, 220
"Anthony Johnson", 75, 6-3, 190
"Avery Johnson", 70, 5-10, 175
"Eddie Johnson", 79, 6-7, 215
"Ervin Johnson", 83, 6-11, 245
"Kevin Johnson", 73, 6-1, 180
"Larry Johnson", 78, 6-6, 250
"Charles Jones", 81, 6-9, 215
"Dontae' Jones", 80, 6-8, 220
"Eddie Jones", 78, 6-6, 190
"Popeye Jones", 80, 6-8, 250
"Michael Jordan", 78, 6-6, 195
"Reggie Jordan", 76, 6-4, 195
"Adam Keefe", 81, 6-9, 230
"Shawn Kemp", 82, 6-10, 230
"Tim Kempton", 82, 6-10, 245
"Steve Kerr", 75, 6-3, 175
"Jerome Kersey", 79, 6-7, 215
"Jason Kidd", 76, 6-4, 205
"Kerry Kittles", 77, 6-5, 179
"Joe Kleine", 83, 6-11, 255
"Brevin Knight", 70, 5-10, 173
"Travis Knight", 84, 7-0, 235
"Toni Kukoc", 82, 6-10, 192
"Christian Laettner", 83, 6-11, 235
"Andrew Lang", 83, 6-11, 245
"Antonio Lang", 80, 6-8, 205
"Rusty LaRue", 74, 6-2, 210
"Priest Lauderdale", 88, 7-4, 325
"Jason Lawson", 83, 6-11, 240
"Tim Legler", 76, 6-4, 200
"Voshon Lenard", 76, 6-4, 205
"Alton Lister", 84, 7-0, 240
"Randy Livingston", 76, 6-4, 209
"Horacio Llamas Grey", 83, 6-11, 285
"Brad Lohaus", 83, 6-11, 230
"Grant Long", 80, 6-8, 225
"Luc Longley", 86, 7-2, 265
"George Lynch", 80, 6-8, 218
"Sam Mack", 79, 6-7, 220
"Don MacLean", 82, 6-10, 235
"Gerald Madkins", 76, 6-4, 200
"Rick Mahorn", 82, 6-10, 240
"Dan Majerle", 78, 6-6, 215
"Karl Malone", 81, 6-9, 250
"Matt Maloney", 75, 6-3, 192
"Danny Manning", 82, 6-10, 230
"Stephon Marbury", 74, 6-2, 180
"Donyell Marshall", 81, 6-9, 218
"Darrick Martin", 71, 5-11, 170
"Jamal Mashburn", 80, 6-8, 240
"Anthony Mason", 79, 6-7, 250
"Tony Massenburg", 81, 6-9, 220
"Vernon Maxwell", 76, 6-4, 180
"Lee Mayberry", 73, 6-1, 172
"Bob McCann", 78, 6-6, 244
"Walter McCarty", 82, 6-10, 230
"George McCloud", 78, 6-6, 205
"Xavier McDaniel", 79, 6-7, 205
"Michael McDonald", 82, 6-10, 232
"Antonio McDyess", 81, 6-9, 220
"Tracy McGrady", 80, 6-8, 210
"Jim McIlvaine", 85, 7-1, 240
"Derrick McKey", 81, 6-9, 205
"Aaron McKie", 77, 6-5, 209
"Nate McMillan", 77, 6-5, 195
"Ron Mercer", 79, 6-7, 210
"Marko Milic", 78, 6-6, 235
"Anthony Miller", 81, 6-9, 225
"Oliver Miller", 81, 6-9, 280
"Reggie Miller", 79, 6-7, 185
"Chris Mills", 78, 6-6, 215
"Terry Mills", 82, 6-10, 230
"Greg Minor", 78, 6-6, 210
"Sam Mitchell", 78, 6-6, 210
"Eric Montross", 84, 7-0, 270
"Chris Morris", 80, 6-8, 210
"Lawrence Moten", 77, 6-5, 185
"Alonzo Mourning", 82, 6-10, 240
"Chris Mullin", 78, 6-6, 200
"Eric Murdock", 73, 6-1, 190
"Lamond Murray", 79, 6-7, 236
"Tracy Murray", 79, 6-7, 225
"Dikembe Mutombo", 86, 7-2, 245
"Martin Muursepp", 81, 6-9, 235
"Pete Myers", 78, 6-6, 180
"Steve Nash", 75, 6-3, 195
"Ivano Newbill", 81, 6-9, 245
"Johnny Newman", 79, 6-7, 190
"Jeff Nordgaard", 79, 6-7, 225
"Charles O'Bannon", 77, 6-5, 209
"Jermaine O'Neal", 83, 6-11, 226
"Shaquille O'Neal", 85, 7-1, 325
"Charles Oakley", 80, 6-8, 225
"Hakeem Olajuwon", 84, 7-0, 255
"Brian Oliver", 76, 6-4, 210
"Jimmy Oliver", 77, 6-5, 205
"Kevin Ollie", 76, 6-4, 195
"Greg Ostertag", 86, 7-2, 280
"Bo Outlaw", 80, 6-8, 210
"Doug Overton", 75, 6-3, 190
"Billy Owens", 80, 6-8, 220
"Robert Pack", 74, 6-2, 180
"Anthony Parker", 78, 6-6, 215
"Cherokee Parks", 83, 6-11, 235
"Gary Payton", 76, 6-4, 180
"Anthony Peeler", 76, 6-4, 208
"Will Perdue", 84, 7-0, 240
"Sam Perkins", 81, 6-9, 235
"Elliot Perry", 72, 6-0, 150
"Chuck Person", 80, 6-8, 220
"Wesley Person", 78, 6-6, 195
"Bobby Phills", 77, 6-5, 210
"Eric Piatkowski", 79, 6-7, 215
"Ricky Pierce", 76, 6-4, 205
"Scottie Pippen", 80, 6-8, 210
"Scot Pollard", 83, 6-11, 265
"Olden Polynice", 83, 6-11, 220
"Mark Pope", 82, 6-10, 235
"Terry Porter", 75, 6-3, 195
"Vitaly Potapenko", 82, 6-10, 280
"Brent Price", 73, 6-1, 165
"Mark Price", 72, 6-0, 170
"Theo Ratliff", 82, 6-10, 225
"Eldridge Recasner", 75, 6-3, 190
"Bryant Reeves", 84, 7-0, 275
"Khalid Reeves", 75, 6-3, 199
"Don Reid", 80, 6-8, 250
"J.R. Reid", 81, 6-9, 247
"Shawn Respert", 73, 6-1, 195
"Rodrick Rhodes", 78, 6-6, 225
"Glen Rice", 79, 6-7, 215
"Pooh Richardson", 73, 6-1, 180
"Mitch Richmond", 77, 6-5, 215
"Isaiah Rider", 77, 6-5, 215
"Eric Riley", 84, 7-0, 245
"Stanley Roberts", 84, 7-0, 285
"Chris Robinson", 77, 6-5, 200
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Glenn Robinson", 79, 6-7, 225
"James Robinson", 74, 6-2, 180
"Larry Robinson", 75, 6-3, 180
"Dennis Rodman", 79, 6-7, 210
"Carlos Rogers", 83, 6-11, 220
"Rodney Rogers", 79, 6-7, 235
"Roy Rogers", 82, 6-10, 235
"Sean Rooks", 82, 6-10, 250
"Jalen Rose", 80, 6-8, 210
"Malik Rose", 79, 6-7, 250
"Donald Royal", 80, 6-8, 210
"Clifford Rozier", 83, 6-11, 245
"Bryon Russell", 79, 6-7, 225
"Arvydas Sabonis", 87, 7-3, 279
"Kevin Salvadori", 84, 7-0, 231
"Danny Schayes", 83, 6-11, 235
"Detlef Schrempf", 81, 6-9, 214
"Dennis Scott", 80, 6-8, 229
"Shawnelle Scott", 82, 6-10, 250
"Shea Seals", 77, 6-5, 210
"Malik Sealy", 80, 6-8, 190
"Rony Seikaly", 83, 6-11, 230
"God Shammgod", 72, 6-0, 169
"Brian Shaw", 78, 6-6, 190
"Dickey Simpkins", 81, 6-9, 248
"Reggie Slater", 79, 6-7, 215
"Charles Smith", 76, 6-4, 194
"Joe Smith", 82, 6-10, 225
"Michael Smith", 80, 6-8, 230
"Steve Smith", 79, 6-7, 200
"Tony Smith", 75, 6-3, 185
"Rik Smits", 88, 7-4, 250
"Eric Snow", 75, 6-3, 190
"Felton Spencer", 84, 7-0, 265
"Latrell Sprewell", 77, 6-5, 190
"Jerry Stackhouse", 78, 6-6, 218
"John Starks", 75, 6-3, 180
"Joe Stephens", 79, 6-7, 210
"Kebu Stewart", 80, 6-8, 239
"Michael Stewart", 82, 6-10, 230
"Bryant Stith", 77, 6-5, 208
"John Stockton", 73, 6-1, 170
"Ed Stokes", 84, 7-0, 264
"Damon Stoudamire", 70, 5-10, 171
"Erick Strickland", 75, 6-3, 210
"Mark Strickland", 81, 6-9, 210
"Rod Strickland", 75, 6-3, 175
"Derek Strong", 80, 6-8, 220
"Bob Sura", 77, 6-5, 200
"Zan Tabak", 84, 7-0, 245
"Johnny Taylor", 81, 6-9, 220
"Maurice Taylor", 81, 6-9, 260
"Carl Thomas", 76, 6-4, 175
"John Thomas", 81, 6-9, 265
"Kurt Thomas", 81, 6-9, 230
"Tim Thomas", 82, 6-10, 230
"Brooks Thompson", 76, 6-4, 193
"Otis Thorpe", 81, 6-9, 225
"Gary Trent", 80, 6-8, 250
"Nick Van Exel", 73, 6-1, 170
"Keith Van Horn", 82, 6-10, 220
"David Vaughn", 81, 6-9, 240
"Jacque Vaughn", 73, 6-1, 190
"Loy Vaught", 81, 6-9, 230
"Stojko Vrankovic", 86, 7-2, 260
"Antoine Walker", 80, 6-8, 224
"Samaki Walker", 81, 6-9, 240
"Ben Wallace", 81, 6-9, 240
"John Wallace", 80, 6-8, 225
"Rasheed Wallace", 82, 6-10, 225
"Rex Walters", 76, 6-4, 190
"Charlie Ward", 74, 6-2, 190
"Eric Washington", 76, 6-4, 190
"Clarence Weatherspoon", 78, 6-6, 240
"Spud Webb", 66, 5-6, 133
"Chris Webber", 81, 6-9, 245
"Bubba Wells", 77, 6-5, 230
"Bill Wennington", 84, 7-0, 245
"David Wesley", 72, 6-0, 190
"Doug West", 78, 6-6, 200
"Mark West", 82, 6-10, 230
"DeJuan Wheat", 72, 6-0, 165
"Donald Whiteside", 70, 5-10, 160
"Chris Whitney", 72, 6-0, 168
"Gerald Wilkins", 78, 6-6, 185
"Aaron Williams", 81, 6-9, 220
"Alvin Williams", 77, 6-5, 185
"Brandon Williams", 78, 6-6, 215
"Buck Williams", 80, 6-8, 215
"Eric Williams", 80, 6-8, 220
"Herb Williams", 82, 6-10, 242
"Hot Rod Williams", 83, 6-11, 215
"Jayson Williams", 81, 6-9, 240
"Jerome Williams", 81, 6-9, 206
"Lorenzo Williams", 81, 6-9, 200
"Micheal Williams", 74, 6-2, 175
"Monty Williams", 80, 6-8, 225
"Scott Williams", 82, 6-10, 230
"Travis Williams", 78, 6-6, 215
"Walt Williams", 80, 6-8, 219
"Corliss Williamson", 79, 6-7, 245
"Kevin Willis", 84, 7-0, 220
"David Wingate", 77, 6-5, 185
"Dontonio Wingfield", 80, 6-8, 256
"Joe Wolf", 83, 6-11, 230
"Lorenzen Wright", 83, 6-11, 225
"Sharone Wright", 83, 6-11, 260
"George Zidek", 84, 7-0, 250
