"Name", Height (Inches), Height(Feet-Inches), Weight
"Bingo Smith", 77, 6-5, 195
"Elmore Smith", 84, 7-0, 250
"Greg Smith", 77, 6-5, 195
"Randy Smith", 75, 6-3, 180
"William Smith", 84, 7-0, 220
"Dick Snyder", 77, 6-5, 207
"Dave Sorenson", 80, 6-8, 225
"Bud Stallworth", 77, 6-5, 190
"Dave Stallworth", 79, 6-7, 200
"Larry Steele", 77, 6-5, 180
"Paul Stovall", 76, 6-4, 215
"Chuck Terry", 78, 6-6, 215
"Justus Thigpen", 73, 6-1, 160
"Nate Thurmond", 83, 6-11, 225
"Rudy Tomjanovich", 80, 6-8, 218
"George Trapp", 80, 6-8, 205
"John Trapp", 79, 6-7, 210
"John Tresvant", 79, 6-7, 215
"John Tschogl", 78, 6-6, 206
"Bill Turner", 79, 6-7, 220
"Wes Unseld", 79, 6-7, 245
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Norm Van Lier", 73, 6-1, 173
"Neal Walk", 82, 6-10, 220
"Chet Walker", 78, 6-6, 212
"Jimmy Walker", 75, 6-3, 195
"Cornell Warner", 81, 6-9, 220
"John Warren", 75, 6-3, 180
"Jim Washington", 78, 6-6, 210
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"Paul Westphal", 76, 6-4, 195
"John Wetzel", 77, 6-5, 190
"Jo Jo White", 75, 6-3, 190
"Sidney Wicks", 80, 6-8, 225
"Lenny Wilkens", 73, 6-1, 180
"Art Williams", 73, 6-1, 180
"Nate Williams", 77, 6-5, 215
"Ron Williams", 75, 6-3, 188
"Lee Winfield", 74, 6-2, 174
"Harthorne Wingo", 78, 6-6, 210
"Dave Wohl", 74, 6-2, 185
"Joby Wright", 80, 6-8, 220
