"Name", Height (Inches), Height(Feet-Inches), Weight
"Ron Harper", 78, 6-6, 185
"Scott Hastings", 82, 6-10, 235
"Hersey Hawkins", 75, 6-3, 190
"Steve Henson", 71, 5-11, 177
"Carl Herrera", 81, 6-9, 215
"Rod Higgins", 79, 6-7, 200
"Sean Higgins", 81, 6-9, 205
"Tyrone Hill", 81, 6-9, 240
"Donald Hodge", 84, 7-0, 230
"Dave Hoppen", 83, 6-11, 235
"Jeff Hornacek", 75, 6-3, 190
"Robert Horry", 81, 6-9, 220
"Byron Houston", 77, 6-5, 250
"Brian Howard", 78, 6-6, 204
"Stephen Howard", 81, 6-9, 225
"Jay Humphries", 75, 6-3, 185
"Byron Irvin", 77, 6-5, 190
"Mike Iuzzolino", 70, 5-10, 175
"Jaren Jackson", 76, 6-4, 190
"Jim Jackson", 78, 6-6, 220
"Mark Jackson", 73, 6-1, 180
"Henry James", 80, 6-8, 220
"Keith Jennings", 67, 5-7, 160
"Avery Johnson", 70, 5-10, 175
"Buck Johnson", 79, 6-7, 190
"Dave Johnson", 79, 6-7, 210
"Eddie Johnson", 79, 6-7, 215
"Frank Johnson", 73, 6-1, 185
"Kevin Johnson", 73, 6-1, 180
"Larry Johnson", 78, 6-6, 250
"Charles Jones", 81, 6-9, 215
"Michael Jordan", 78, 6-6, 195
"Thomas Jordan", 82, 6-10, 220
"Adam Keefe", 81, 6-9, 230
"Shawn Kemp", 82, 6-10, 230
"Tim Kempton", 82, 6-10, 245
"Steve Kerr", 75, 6-3, 175
"Jerome Kersey", 79, 6-7, 215
"Alec Kessler", 83, 6-11, 230
"Bo Kimble", 76, 6-4, 190
"Stan Kimbrough", 71, 5-11, 153
"Bernard King", 79, 6-7, 205
"Rich King", 86, 7-2, 260
"Stacey King", 83, 6-11, 230
"Greg Kite", 83, 6-11, 250
"Joe Kleine", 83, 6-11, 255
"Negele Knight", 73, 6-1, 175
"Bart Kofoed", 76, 6-4, 210
"Jon Koncak", 84, 7-0, 250
"Larry Krystkowiak", 81, 6-9, 220
"Christian Laettner", 83, 6-11, 235
"Bill Laimbeer", 83, 6-11, 245
"Jerome Lane", 78, 6-6, 230
"Andrew Lang", 83, 6-11, 245
"Doug Lee", 77, 6-5, 200
"Tim Legler", 76, 6-4, 200
"Jim Les", 71, 5-11, 165
"Reggie Lewis", 79, 6-7, 195
"Marcus Liberty", 80, 6-8, 205
"Todd Lichti", 76, 6-4, 205
"Alton Lister", 84, 7-0, 240
"Brad Lohaus", 83, 6-11, 230
"Grant Long", 80, 6-8, 225
"Luc Longley", 86, 7-2, 265
"Kevin Lynch", 77, 6-5, 195
"Sam Mack", 79, 6-7, 220
"Don MacLean", 82, 6-10, 235
"Mark Macon", 76, 6-4, 185
"Rick Mahorn", 82, 6-10, 240
"Dan Majerle", 78, 6-6, 215
"Jeff Malone", 76, 6-4, 205
"Karl Malone", 81, 6-9, 250
"Moses Malone", 82, 6-10, 215
"Danny Manning", 82, 6-10, 230
"Sarunas Marciulionis", 77, 6-5, 200
"Anthony Mason", 79, 6-7, 250
"Marlon Maxey", 80, 6-8, 250
"Vernon Maxwell", 76, 6-4, 180
"Lee Mayberry", 73, 6-1, 172
"Travis Mays", 74, 6-2, 190
"Bob McCann", 78, 6-6, 244
"George McCloud", 78, 6-6, 205
"Rodney McCray", 79, 6-7, 220
"Xavier McDaniel", 79, 6-7, 205
"Kevin McHale", 82, 6-10, 210
"Derrick McKey", 81, 6-9, 205
"Nate McMillan", 77, 6-5, 195
"Oliver Miller", 81, 6-9, 280
"Reggie Miller", 79, 6-7, 185
"Terry Mills", 82, 6-10, 230
"Harold Miner", 77, 6-5, 210
"Sam Mitchell", 78, 6-6, 210
"Tracy Moore", 76, 6-4, 200
"Chris Morris", 80, 6-8, 210
"Isaiah Morris", 80, 6-8, 229
"Alonzo Mourning", 82, 6-10, 240
"Chris Mullin", 78, 6-6, 200
"Eric Murdock", 73, 6-1, 190
"Tracy Murray", 79, 6-7, 225
"Jerrod Mustaf", 82, 6-10, 238
"Dikembe Mutombo", 86, 7-2, 245
"Larry Nance", 82, 6-10, 205
"Ed Nealy", 79, 6-7, 238
"Melvin Newbern", 76, 6-4, 200
"Johnny Newman", 79, 6-7, 190
"Ken Norman", 80, 6-8, 215
"Shaquille O'Neal", 85, 7-1, 325
"Dan O'Sullivan", 82, 6-10, 250
"Charles Oakley", 80, 6-8, 225
"Alan Ogg", 86, 7-2, 240
"Hakeem Olajuwon", 84, 7-0, 255
"Matt Othick", 74, 6-2, 165
"Doug Overton", 75, 6-3, 190
"Billy Owens", 80, 6-8, 220
"Robert Pack", 74, 6-2, 180
"Gerald Paddio", 79, 6-7, 205
"Walter Palmer", 85, 7-1, 215
"Robert Parish", 84, 7-0, 230
"John Paxson", 74, 6-2, 185
"Kenny Payne", 80, 6-8, 195
"Gary Payton", 76, 6-4, 180
"Anthony Peeler", 76, 6-4, 208
"Will Perdue", 84, 7-0, 240
"Sam Perkins", 81, 6-9, 235
"Tim Perry", 81, 6-9, 200
"Chuck Person", 80, 6-8, 220
"Drazen Petrovic", 77, 6-5, 195
"Bobby Phills", 77, 6-5, 210
"Ricky Pierce", 76, 6-4, 205
"Ed Pinckney", 81, 6-9, 195
"Scottie Pippen", 80, 6-8, 210
"Gary Plummer", 81, 6-9, 215
"Olden Polynice", 83, 6-11, 220
"Terry Porter", 75, 6-3, 195
"Paul Pressey", 77, 6-5, 185
"Brent Price", 73, 6-1, 165
"Mark Price", 72, 6-0, 170
"Anthony Pullard", 82, 6-10, 245
"Kurt Rambis", 80, 6-8, 213
"Mark Randall", 80, 6-8, 235
"Blair Rasmussen", 84, 7-0, 250
"J.R. Reid", 81, 6-9, 247
"Glen Rice", 79, 6-7, 215
"Pooh Richardson", 73, 6-1, 180
"Mitch Richmond", 77, 6-5, 215
"Doc Rivers", 76, 6-4, 185
"Fred Roberts", 82, 6-10, 218
"Stanley Roberts", 84, 7-0, 285
"Alvin Robertson", 75, 6-3, 185
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Larry Robinson", 75, 6-3, 180
"Rumeal Robinson", 74, 6-2, 195
"Dennis Rodman", 79, 6-7, 210
"Tree Rollins", 85, 7-1, 235
"Sean Rooks", 82, 6-10, 250
"Donald Royal", 80, 6-8, 210
"Delaney Rudd", 74, 6-2, 180
"Jeff Ruland", 82, 6-10, 240
"John Salley", 83, 6-11, 230
"Jeff Sanders", 80, 6-8, 225
"Mike Sanders", 78, 6-6, 210
"Danny Schayes", 83, 6-11, 235
"Steve Scheffler", 81, 6-9, 250
"Dwayne Schintzius", 85, 7-1, 260
"Detlef Schrempf", 81, 6-9, 214
"Byron Scott", 75, 6-3, 195
"Dennis Scott", 80, 6-8, 229
"Malik Sealy", 80, 6-8, 190
"Rony Seikaly", 83, 6-11, 230
"Brad Sellers", 84, 7-0, 210
"Charles Shackleford", 82, 6-10, 225
"Brian Shaw", 78, 6-6, 190
"Lionel Simmons", 79, 6-7, 210
"Scott Skiles", 73, 6-1, 180
"Charles Smith", 82, 6-10, 230
"Chris Smith", 75, 6-3, 190
"Doug Smith", 82, 6-10, 220
"Kenny Smith", 75, 6-3, 170
"LaBradford Smith", 75, 6-3, 200
"Larry Smith", 80, 6-8, 215
"Reggie Smith", 82, 6-10, 240
"Steve Smith", 79, 6-7, 200
"Tony Smith", 75, 6-3, 185
"Rik Smits", 88, 7-4, 250
"Andre Spencer", 78, 6-6, 210
"Elmore Spencer", 84, 7-0, 270
"Felton Spencer", 84, 7-0, 265
"Latrell Sprewell", 77, 6-5, 190
"John Starks", 75, 6-3, 180
"Barry Stevens", 77, 6-5, 195
"Larry Stewart", 80, 6-8, 220
"Bryant Stith", 77, 6-5, 208
"Alex Stivrins", 80, 6-8, 220
"John Stockton", 73, 6-1, 170
"Rod Strickland", 75, 6-3, 175
"Derek Strong", 80, 6-8, 220
"Lamont Strothers", 76, 6-4, 190
"Terry Teagle", 77, 6-5, 195
"Isiah Thomas", 73, 6-1, 180
"LaSalle Thompson", 82, 6-10, 245
"Otis Thorpe", 81, 6-9, 225
"Sedale Threatt", 74, 6-2, 175
"Wayman Tisdale", 81, 6-9, 240
"Tom Tolbert", 79, 6-7, 235
"Trent Tucker", 77, 6-5, 193
"Jeff Turner", 81, 6-9, 230
"Kiki Vandeweghe", 80, 6-8, 220
"Loy Vaught", 81, 6-9, 230
"Gundars Vetra", 78, 6-6, 195
"Darrell Walker", 76, 6-4, 180
"Duane Washington", 76, 6-4, 195
"Clarence Weatherspoon", 78, 6-6, 240
"Marcus Webb", 81, 6-9, 255
"Spud Webb", 66, 5-6, 133
"Robert Werdann", 83, 6-11, 250
"Doug West", 78, 6-6, 200
"Mark West", 82, 6-10, 230
"Randy White", 80, 6-8, 240
"Morlon Wiley", 76, 6-4, 185
"Dominique Wilkins", 79, 6-7, 200
"Eddie Lee Wilkins", 82, 6-10, 220
"Gerald Wilkins", 78, 6-6, 185
"Buck Williams", 80, 6-8, 215
"Corey Williams", 74, 6-2, 190
"Herb Williams", 82, 6-10, 242
"Hot Rod Williams", 83, 6-11, 215
"Jayson Williams", 81, 6-9, 240
"John Williams", 80, 6-8, 235
"Kenny Williams", 81, 6-9, 205
"Lorenzo Williams", 81, 6-9, 200
"Micheal Williams", 74, 6-2, 175
"Reggie Williams", 79, 6-7, 190
"Scott Williams", 82, 6-10, 230
"Walt Williams", 80, 6-8, 219
"Kevin Willis", 84, 7-0, 220
"Kennard Winchester", 77, 6-5, 210
"David Wingate", 77, 6-5, 185
"Joe Wolf", 83, 6-11, 230
"David Wood", 81, 6-9, 227
"Randy Woods", 70, 5-10, 185
"Orlando Woolridge", 81, 6-9, 215
"James Worthy", 81, 6-9, 225
"Howard Wright", 80, 6-8, 220
"Danny Young", 75, 6-3, 175
