"Name", Height (Inches), Height(Feet-Inches), Weight
"Jackie Ridgle", 76, 6-4, 195
"Pat Riley", 76, 6-4, 205
"Rich Rinaldi", 75, 6-3, 195
"Mike Riordan", 76, 6-4, 200
"Rick Roberson", 81, 6-9, 231
"Oscar Robertson", 77, 6-5, 205
"Flynn Robinson", 73, 6-1, 185
"Curtis Rowe", 79, 6-7, 225
"Bob Rule", 81, 6-9, 220
"Cazzie Russell", 77, 6-5, 218
"Tom Sanders", 78, 6-6, 210
"Dale Schlueter", 82, 6-10, 225
"Charlie Scott", 77, 6-5, 175
"Larry Siegfried", 75, 6-3, 190
"Paul Silas", 79, 6-7, 220
"Jerry Sloan", 77, 6-5, 195
"Bingo Smith", 77, 6-5, 195
"Elmore Smith", 84, 7-0, 250
"Garfield Smith", 81, 6-9, 235
"Greg Smith", 77, 6-5, 195
"Randy Smith", 75, 6-3, 180
"William Smith", 84, 7-0, 220
"Dick Snyder", 77, 6-5, 207
"Dave Sorenson", 80, 6-8, 225
"Dave Stallworth", 79, 6-7, 200
"Larry Steele", 77, 6-5, 180
"Fred Taylor", 77, 6-5, 180
"Nate Thurmond", 83, 6-11, 225
"Rudy Tomjanovich", 80, 6-8, 218
"George Trapp", 80, 6-8, 205
"John Trapp", 79, 6-7, 210
"John Tresvant", 79, 6-7, 215
"Bill Turner", 79, 6-7, 220
"Wes Unseld", 79, 6-7, 245
"John Vallely", 75, 6-3, 185
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Norm Van Lier", 73, 6-1, 173
"Neal Walk", 82, 6-10, 220
"Chet Walker", 78, 6-6, 212
"Jimmy Walker", 75, 6-3, 195
"Cornell Warner", 81, 6-9, 220
"John Warren", 75, 6-3, 180
"Bobby Washington", 71, 5-11, 175
"Jim Washington", 78, 6-6, 210
"Jeff Webb", 76, 6-4, 170
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"John Wetzel", 77, 6-5, 190
"Jo Jo White", 75, 6-3, 190
"Sidney Wicks", 80, 6-8, 225
"Lenny Wilkens", 73, 6-1, 180
"Art Williams", 73, 6-1, 180
"Milt Williams", 74, 6-2, 182
"Nate Williams", 77, 6-5, 215
"Ron Williams", 75, 6-3, 188
"Isaiah Wilson", 74, 6-2, 175
"Lee Winfield", 74, 6-2, 174
"Dave Wohl", 74, 6-2, 185
"Barry Yates", 79, 6-7, 215
"Charlie Yelverton", 74, 6-2, 190
"Gary Zeller", 75, 6-3, 205
