"Name", Height (Inches), Height(Feet-Inches), Weight
"Franklin Edwards", 73, 6-1, 170
"James Edwards", 84, 7-0, 225
"Craig Ehlo", 78, 6-6, 180
"Dale Ellis", 79, 6-7, 205
"Alex English", 79, 6-7, 190
"Julius Erving", 78, 6-6, 200
"Mike Evans", 73, 6-1, 170
"Patrick Ewing", 84, 7-0, 240
"Kenny Fields", 77, 6-5, 220
"Vern Fleming", 77, 6-5, 185
"Sleepy Floyd", 75, 6-3, 170
"Rod Foster", 73, 6-1, 160
"World B. Free", 74, 6-2, 185
"Bill Garnett", 81, 6-9, 225
"George Gervin", 79, 6-7, 180
"Mike Gibson", 82, 6-10, 205
"Artis Gilmore", 86, 7-2, 240
"Mike Glenn", 74, 6-2, 175
"Georgi Glouchkov", 80, 6-8, 235
"Mike Gminski", 83, 6-11, 250
"Lancaster Gordon", 75, 6-3, 185
"Stuart Gray", 84, 7-0, 235
"A.C. Green", 81, 6-9, 220
"Ken Green", 80, 6-8, 215
"Kenny Green", 78, 6-6, 210
"Rickey Green", 72, 6-0, 170
"Sidney Green", 81, 6-9, 220
"Dave Greenwood", 81, 6-9, 222
"Claude Gregory", 80, 6-8, 205
"Ernie Grunfeld", 78, 6-6, 210
"Petur Gudmundsson", 86, 7-2, 260
"Bob Hansen", 78, 6-6, 190
"Bill Hanzlik", 79, 6-7, 185
"Derek Harper", 76, 6-4, 185
"Steve Harris", 77, 6-5, 195
"Scott Hastings", 82, 6-10, 235
"Steve Hayes", 84, 7-0, 205
"Gerald Henderson", 74, 6-2, 175
"Jerome Henderson", 83, 6-11, 230
"Carl Henry", 78, 6-6, 205
"Rod Higgins", 79, 6-7, 200
"Roy Hinson", 81, 6-9, 210
"Craig Hodges", 74, 6-2, 190
"Mike Holton", 76, 6-4, 185
"Phil Hubbard", 80, 6-8, 215
"Alfredrick Hughes", 77, 6-5, 215
"Jay Humphries", 75, 6-3, 185
"Geoff Huston", 74, 6-2, 175
"Marc Iavaroni", 80, 6-8, 210
"Clemon Johnson", 82, 6-10, 240
"Dennis Johnson", 76, 6-4, 185
"Eddie Johnson", 79, 6-7, 215
"Eddie Johnson", 74, 6-2, 180
"Frank Johnson", 73, 6-1, 185
"George Johnson", 83, 6-11, 205
"George Johnson", 79, 6-7, 210
"Ken Johnson", 80, 6-8, 240
"Magic Johnson", 80, 6-8, 215
"Marques Johnson", 79, 6-7, 218
"Mickey Johnson", 82, 6-10, 190
"Steve Johnson", 82, 6-10, 235
"Vinnie Johnson", 74, 6-2, 200
"Bobby Jones", 81, 6-9, 210
"Caldwell Jones", 83, 6-11, 217
"Charles Jones", 81, 6-9, 215
"Charles Jones", 80, 6-8, 215
"Earl Jones", 84, 7-0, 210
"Edgar Jones", 82, 6-10, 225
"Ozell Jones", 83, 6-11, 235
"Michael Jordan", 78, 6-6, 195
"Yvon Joseph", 83, 6-11, 245
"Harold Keeling", 76, 6-4, 185
"Rich Kelley", 84, 7-0, 235
"Clark Kellogg", 79, 6-7, 225
"Jerome Kersey", 79, 6-7, 215
"Albert King", 78, 6-6, 190
"Greg Kite", 83, 6-11, 250
"Joe Kleine", 83, 6-11, 255
"Jon Koncak", 84, 7-0, 250
"Mitch Kupchak", 81, 6-9, 230
"Bill Laimbeer", 83, 6-11, 245
"Jeff Lamp", 78, 6-6, 195
"Allen Leavell", 73, 6-1, 170
"Keith Lee", 82, 6-10, 215
"Ronnie Lester", 74, 6-2, 175
"Fat Lever", 75, 6-3, 170
"Cliff Levingston", 80, 6-8, 210
"Alton Lister", 84, 7-0, 240
"Lewis Lloyd", 78, 6-6, 205
"John Long", 77, 6-5, 195
"John Lucas", 75, 6-3, 175
"Maurice Lucas", 81, 6-9, 215
"Kyle Macy", 75, 6-3, 175
"Rick Mahorn", 82, 6-10, 240
"Jeff Malone", 76, 6-4, 205
"Karl Malone", 81, 6-9, 250
"Moses Malone", 82, 6-10, 215
"Pace Mannion", 79, 6-7, 190
"Bill Martin", 79, 6-7, 205
"Brian Martin", 81, 6-9, 212
"Wes Matthews", 73, 6-1, 170
"Cedric Maxwell", 80, 6-8, 205
"Bob McAdoo", 81, 6-9, 210
"Dwayne McClain", 78, 6-6, 185
"Tim McCormick", 83, 6-11, 240
"Rodney McCray", 79, 6-7, 220
"Xavier McDaniel", 79, 6-7, 205
"Ben McDonald", 80, 6-8, 210
"Hank McDowell", 81, 6-9, 215
"Mike McGee", 77, 6-5, 190
"Kevin McHale", 82, 6-10, 210
"Kevin McKenna", 77, 6-5, 195
"Billy McKinney", 72, 6-0, 160
"Tom McMillen", 83, 6-11, 215
"Chris McNealy", 79, 6-7, 210
"Dirk Minniefield", 75, 6-3, 180
"Mike Mitchell", 79, 6-7, 215
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Johnny Moore", 73, 6-1, 175
"Perry Moss", 74, 6-2, 185
"Chris Mullin", 78, 6-6, 200
"Jay Murphy", 81, 6-9, 220
"Larry Nance", 82, 6-10, 205
"Calvin Natt", 78, 6-6, 220
"Chuck Nevitt", 89, 7-5, 217
"Kurt Nimphius", 82, 6-10, 218
"Norm Nixon", 74, 6-2, 170
"Mike O'Koren", 79, 6-7, 207
"Charles Oakley", 80, 6-8, 225
"Hakeem Olajuwon", 84, 7-0, 255
"Mark Olberding", 80, 6-8, 225
"Jawann Oldham", 84, 7-0, 215
"Louis Orr", 80, 6-8, 175
"Robert Parish", 84, 7-0, 230
"Jim Paxson", 78, 6-6, 200
"John Paxson", 74, 6-2, 185
"Sam Perkins", 81, 6-9, 235
"Jim Petersen", 82, 6-10, 235
"Michael Phelps", 76, 6-4, 180
"Ricky Pierce", 76, 6-4, 205
"Ed Pinckney", 81, 6-9, 195
"Charles Pittman", 80, 6-8, 220
"David Pope", 79, 6-7, 220
"Ben Poquette", 81, 6-9, 235
"Terry Porter", 75, 6-3, 195
"Paul Pressey", 77, 6-5, 185
"Kurt Rambis", 80, 6-8, 213
"Kelvin Ransey", 73, 6-1, 170
"Blair Rasmussen", 84, 7-0, 250
"Robert Reid", 80, 6-8, 205
"Jerry Reynolds", 80, 6-8, 200
"Clint Richardson", 75, 6-3, 195
"Micheal Ray Richardson", 77, 6-5, 189
"Doc Rivers", 76, 6-4, 185
"Fred Roberts", 82, 6-10, 218
"Alvin Robertson", 75, 6-3, 185
"Rick Robey", 83, 6-11, 230
"Cliff Robinson", 81, 6-9, 220
"Tree Rollins", 85, 7-1, 235
"Dan Roundfield", 80, 6-8, 205
"Derrick Rowland", 77, 6-5, 195
"Jeff Ruland", 82, 6-10, 240
"Walker Russell", 77, 6-5, 195
"Ralph Sampson", 88, 7-4, 228
"Mike Sanders", 78, 6-6, 210
"Danny Schayes", 83, 6-11, 235
"Detlef Schrempf", 81, 6-9, 214
"Byron Scott", 75, 6-3, 195
"Carey Scurry", 79, 6-7, 188
"Lonnie Shelton", 80, 6-8, 240
"Purvis Short", 79, 6-7, 210
"Jerry Sichting", 73, 6-1, 168
"Jack Sikma", 83, 6-11, 230
"Derek Smith", 78, 6-6, 205
"Larry Smith", 80, 6-8, 215
"Mike Smrek", 84, 7-0, 250
"Ricky Sobers", 75, 6-3, 198
"Rory Sparrow", 74, 6-2, 175
"Larry Spriggs", 79, 6-7, 230
"Terence Stansbury", 77, 6-5, 170
"Steve Stipanovich", 83, 6-11, 245
"Alex Stivrins", 80, 6-8, 220
"John Stockton", 73, 6-1, 170
"Greg Stokes", 82, 6-10, 220
"Jon Sundvold", 74, 6-2, 170
"Terry Teagle", 77, 6-5, 195
"Reggie Theus", 79, 6-7, 190
"Peter Thibeaux", 79, 6-7, 210
"David Thirdkill", 79, 6-7, 195
"Isiah Thomas", 73, 6-1, 180
"Jim Thomas", 75, 6-3, 190
"Bernard Thompson", 78, 6-6, 210
"LaSalle Thompson", 82, 6-10, 245
"Mychal Thompson", 82, 6-10, 226
"Paul Thompson", 78, 6-6, 210
"Bob Thornton", 82, 6-10, 225
"Otis Thorpe", 81, 6-9, 225
"Sedale Threatt", 74, 6-2, 175
"Wayman Tisdale", 81, 6-9, 240
"Andrew Toney", 75, 6-3, 178
"Sedric Toney", 74, 6-2, 178
"Kelly Tripucka", 78, 6-6, 220
"Trent Tucker", 77, 6-5, 193
"Elston Turner", 77, 6-5, 190
"Jeff Turner", 81, 6-9, 230
"Melvin Turpin", 83, 6-11, 240
"Terry Tyler", 79, 6-7, 215
"Darnell Valentine", 73, 6-1, 183
"Kiki Vandeweghe", 80, 6-8, 220
"Nick Vanos", 85, 7-1, 255
"Pete Verhoeven", 81, 6-9, 215
"Jay Vincent", 79, 6-7, 220
"Sam Vincent", 74, 6-2, 185
"Danny Vranes", 79, 6-7, 210
"Granville Waiters", 83, 6-11, 225
"Darrell Walker", 76, 6-4, 180
"Bill Walton", 83, 6-11, 210
"Bryan Warrick", 77, 6-5, 195
"Spud Webb", 66, 5-6, 133
"Scott Wedman", 79, 6-7, 215
"Bill Wennington", 84, 7-0, 245
"Mark West", 82, 6-10, 230
"Ennis Whatley", 75, 6-3, 177
"Rory White", 80, 6-8, 210
"Willie White", 75, 6-3, 195
"Jerome Whitehead", 82, 6-10, 220
"Mitchell Wiggins", 76, 6-4, 185
"Jamaal Wilkes", 78, 6-6, 190
"Dominique Wilkins", 79, 6-7, 200
"Gerald Wilkins", 78, 6-6, 185
"Jeff Wilkins", 83, 6-11, 230
"Buck Williams", 80, 6-8, 215
"Freeman Williams", 76, 6-4, 190
"Gus Williams", 74, 6-2, 175
"Guy Williams", 81, 6-9, 200
"Herb Williams", 82, 6-10, 242
"Pete Williams", 79, 6-7, 190
"Ray Williams", 75, 6-3, 188
"Sly Williams", 79, 6-7, 210
"Kevin Willis", 84, 7-0, 220
"Voise Winters", 80, 6-8, 200
"Randy Wittman", 78, 6-6, 210
"Al Wood", 78, 6-6, 193
"Leon Wood", 75, 6-3, 185
"Mike Woodson", 77, 6-5, 195
"Orlando Woolridge", 81, 6-9, 215
"James Worthy", 81, 6-9, 225
"Danny Young", 75, 6-3, 175
"Michael Young", 79, 6-7, 220
