"Name", Height (Inches), Height(Feet-Inches), Weight
"Calvin Murphy", 69, 5-9, 165
"Lloyd Neal", 79, 6-7, 225
"Don Nelson", 78, 6-6, 210
"Louie Nelson", 75, 6-3, 190
"Mike Newlin", 76, 6-4, 200
"Connie Norman", 75, 6-3, 175
"Willie Norwood", 79, 6-7, 220
"Frank Oleynick", 74, 6-2, 185
"Steve Patterson", 81, 6-9, 225
"Curtis Perry", 79, 6-7, 220
"Geoff Petrie", 76, 6-4, 190
"Cliff Pondexter", 81, 6-9, 233
"Howard Porter", 80, 6-8, 220
"Kevin Porter", 72, 6-0, 170
"Jim Price", 75, 6-3, 195
"Ed Ratleff", 78, 6-6, 195
"Clifford Ray", 81, 6-9, 230
"Kevin Restani", 81, 6-9, 225
"Pat Riley", 76, 6-4, 205
"Ron Riley", 80, 6-8, 195
"Mike Riordan", 76, 6-4, 200
"Rick Roberson", 81, 6-9, 231
"Truck Robinson", 79, 6-7, 225
"Bill Robinzine", 79, 6-7, 230
"John Roche", 75, 6-3, 170
"Curtis Rowe", 79, 6-7, 225
"Campy Russell", 80, 6-8, 215
"Cazzie Russell", 77, 6-5, 218
"Fred Saunders", 79, 6-7, 210
"Dale Schlueter", 82, 6-10, 225
"Charlie Scott", 77, 6-5, 175
"Bruce Seals", 80, 6-8, 210
"Ed Searcy", 78, 6-6, 210
"Gene Short", 78, 6-6, 200
"John Shumate", 81, 6-9, 235
"Paul Silas", 79, 6-7, 220
"Tal Skinner", 77, 6-5, 195
"Jerry Sloan", 77, 6-5, 195
"Bingo Smith", 77, 6-5, 195
"Elmore Smith", 84, 7-0, 250
"Greg Smith", 77, 6-5, 195
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Dick Snyder", 77, 6-5, 207
"Ricky Sobers", 75, 6-3, 198
"Mike Sojourner", 81, 6-9, 225
"Kevin Stacom", 75, 6-3, 185
"Bud Stallworth", 77, 6-5, 190
"Larry Steele", 77, 6-5, 180
"Terry Thomas", 80, 6-8, 220
"Nate Thurmond", 83, 6-11, 225
"Rudy Tomjanovich", 80, 6-8, 218
"George Trapp", 80, 6-8, 205
"Wes Unseld", 79, 6-7, 245
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Norm Van Lier", 73, 6-1, 173
"Neal Walk", 82, 6-10, 220
"Foots Walker", 72, 6-0, 172
"Jimmy Walker", 75, 6-3, 195
"Bill Walton", 83, 6-11, 210
"Cornell Warner", 81, 6-9, 220
"Jim Washington", 78, 6-6, 210
"Kermit Washington", 80, 6-8, 230
"Slick Watts", 73, 6-1, 175
"Nick Weatherspoon", 79, 6-7, 195
"Scott Wedman", 79, 6-7, 215
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Paul Westphal", 76, 6-4, 195
"John Wetzel", 77, 6-5, 190
"Jo Jo White", 75, 6-3, 190
"Rudy White", 74, 6-2, 195
"Sidney Wicks", 80, 6-8, 225
"Jamaal Wilkes", 78, 6-6, 190
"Earl Williams", 79, 6-7, 230
"Gus Williams", 74, 6-2, 175
"Nate Williams", 77, 6-5, 215
"Ron Williams", 75, 6-3, 188
"Bill Willoughby", 80, 6-8, 205
"Bobby Wilson", 75, 6-3, 175
"Lee Winfield", 74, 6-2, 174
"Harthorne Wingo", 78, 6-6, 210
"Brian Winters", 76, 6-4, 185
"Luke Witte", 84, 7-0, 235
"Dave Wohl", 74, 6-2, 185
