"Name", Height (Inches), Height(Feet-Inches), Weight
"Dale Ellis", 79, 6-7, 205
"Len Elmore", 81, 6-9, 220
"Chris Engler", 83, 6-11, 245
"Alex English", 79, 6-7, 190
"Julius Erving", 78, 6-6, 200
"Mike Evans", 73, 6-1, 170
"Eric Fernsten", 82, 6-10, 205
"Sleepy Floyd", 75, 6-3, 170
"Phil Ford", 74, 6-2, 175
"Rod Foster", 73, 6-1, 160
"World B. Free", 74, 6-2, 185
"Bill Garnett", 81, 6-9, 225
"Calvin Garrett", 79, 6-7, 190
"John Garris", 80, 6-8, 205
"George Gervin", 79, 6-7, 180
"Mike Gibson", 82, 6-10, 205
"Artis Gilmore", 86, 7-2, 240
"Mike Glenn", 74, 6-2, 175
"Mike Gminski", 83, 6-11, 250
"Stewart Granger", 75, 6-3, 190
"Rickey Green", 72, 6-0, 170
"Sidney Green", 81, 6-9, 220
"Dave Greenwood", 81, 6-9, 222
"Kevin Grevey", 77, 6-5, 210
"Darrell Griffith", 76, 6-4, 190
"Ernie Grunfeld", 78, 6-6, 210
"Bob Hansen", 78, 6-6, 190
"Bill Hanzlik", 79, 6-7, 185
"Derek Harper", 76, 6-4, 185
"Scott Hastings", 82, 6-10, 235
"Steve Hawes", 81, 6-9, 220
"Elvin Hayes", 81, 6-9, 235
"Steve Hayes", 84, 7-0, 205
"Gerald Henderson", 74, 6-2, 175
"Rod Higgins", 79, 6-7, 200
"Johnny High", 75, 6-3, 185
"Armond Hill", 76, 6-4, 190
"Roy Hinson", 81, 6-9, 210
"Craig Hodges", 74, 6-2, 190
"Lionel Hollins", 75, 6-3, 185
"Phil Hubbard", 80, 6-8, 215
"Geoff Huston", 74, 6-2, 175
"Marc Iavaroni", 80, 6-8, 210
"Dan Issel", 81, 6-9, 235
"Tracy Jackson", 78, 6-6, 205
"Clay Johnson", 76, 6-4, 175
"Clemon Johnson", 82, 6-10, 240
"Dennis Johnson", 76, 6-4, 185
"Eddie Johnson", 74, 6-2, 180
"Eddie Johnson", 79, 6-7, 215
"Frank Johnson", 73, 6-1, 185
"George Johnson", 79, 6-7, 210
"Magic Johnson", 80, 6-8, 215
"Marques Johnson", 79, 6-7, 218
"Mickey Johnson", 82, 6-10, 190
"Reggie Johnson", 81, 6-9, 205
"Steve Johnson", 82, 6-10, 235
"Vinnie Johnson", 74, 6-2, 200
"Bobby Jones", 81, 6-9, 210
"Caldwell Jones", 83, 6-11, 217
"Charles Jones", 81, 6-9, 215
"Edgar Jones", 82, 6-10, 225
"Hutch Jones", 80, 6-8, 190
"Major Jones", 81, 6-9, 225
"Mark Jones", 73, 6-1, 175
"Eddie Jordan", 73, 6-1, 170
"Rich Kelley", 84, 7-0, 235
"Clark Kellogg", 79, 6-7, 225
"Greg Kelser", 79, 6-7, 190
"Albert King", 78, 6-6, 190
"Bernard King", 79, 6-7, 205
"Reggie King", 78, 6-6, 225
"Greg Kite", 83, 6-11, 250
"Billy Knight", 78, 6-6, 195
"Joe Kopicki", 81, 6-9, 240
"Bruce Kuczenski", 82, 6-10, 230
"Mitch Kupchak", 81, 6-9, 230
"Bill Laimbeer", 83, 6-11, 245
"Jeff Lamp", 78, 6-6, 195
"Mark Landsberger", 80, 6-8, 215
"Bob Lanier", 83, 6-11, 250
"Allen Leavell", 73, 6-1, 170
"Ronnie Lester", 74, 6-2, 175
"Fat Lever", 75, 6-3, 170
"Cliff Levingston", 80, 6-8, 210
"Steve Lingenfelter", 81, 6-9, 225
"Alton Lister", 84, 7-0, 240
"Lewis Lloyd", 78, 6-6, 205
"Darrell Lockhart", 81, 6-9, 245
"Kevin Loder", 78, 6-6, 205
"John Long", 77, 6-5, 195
"Sidney Lowe", 72, 6-0, 195
"John Lucas", 75, 6-3, 175
"Maurice Lucas", 81, 6-9, 215
"Rudy Macklin", 79, 6-7, 205
"Kyle Macy", 75, 6-3, 175
"Rick Mahorn", 82, 6-10, 240
"Jeff Malone", 76, 6-4, 205
"Moses Malone", 82, 6-10, 215
"Pace Mannion", 79, 6-7, 190
"Wes Matthews", 73, 6-1, 170
"Cedric Maxwell", 80, 6-8, 205
"Bob McAdoo", 81, 6-9, 210
"Rodney McCray", 79, 6-7, 220
"Scooter McCray", 81, 6-9, 215
"Hank McDowell", 81, 6-9, 215
"Mike McGee", 77, 6-5, 190
"Kevin McHale", 82, 6-10, 210
"Kevin McKenna", 77, 6-5, 195
"Billy McKinney", 72, 6-0, 160
"Tom McMillen", 83, 6-11, 215
"Mark McNamara", 83, 6-11, 235
"Joe Meriweather", 82, 6-10, 215
"Larry Micheaux", 81, 6-9, 220
"Bob Miller", 82, 6-10, 230
"Mike Mitchell", 79, 6-7, 215
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Johnny Moore", 73, 6-1, 175
"Larry Nance", 82, 6-10, 205
"Swen Nater", 83, 6-11, 240
"Calvin Natt", 78, 6-6, 220
"Ed Nealy", 79, 6-7, 238
"Kurt Nimphius", 82, 6-10, 218
"Norm Nixon", 74, 6-2, 170
"Audie Norris", 81, 6-9, 230
"Mike O'Koren", 79, 6-7, 207
"Mark Olberding", 80, 6-8, 225
"Jawann Oldham", 84, 7-0, 215
"Louis Orr", 80, 6-8, 175
"Robert Parish", 84, 7-0, 230
"Billy Paultz", 83, 6-11, 235
"Jim Paxson", 78, 6-6, 200
"John Paxson", 74, 6-2, 185
"Roger Phegley", 78, 6-6, 205
"Ricky Pierce", 76, 6-4, 205
"John Pinone", 80, 6-8, 230
"Tom Piotrowski", 85, 7-1, 240
"Charles Pittman", 80, 6-8, 220
"Ben Poquette", 81, 6-9, 235
"Paul Pressey", 77, 6-5, 185
"Kurt Rambis", 80, 6-8, 213
"Kelvin Ransey", 73, 6-1, 170
"Leo Rautins", 80, 6-8, 215
"Robert Reid", 80, 6-8, 205
"Clint Richardson", 75, 6-3, 195
"Micheal Ray Richardson", 77, 6-5, 189
"Doc Rivers", 76, 6-4, 185
"Anthony Roberts", 77, 6-5, 185
"Fred Roberts", 82, 6-10, 218
"Rick Robey", 83, 6-11, 230
"Cliff Robinson", 81, 6-9, 220
"Truck Robinson", 79, 6-7, 225
"Dave Robisch", 82, 6-10, 235
"Tree Rollins", 85, 7-1, 235
"Lorenzo Romar", 73, 6-1, 175
"Dan Roundfield", 80, 6-8, 205
"Jeff Ruland", 82, 6-10, 240
"Walker Russell", 77, 6-5, 195
"Ralph Sampson", 88, 7-4, 228
"Mike Sanders", 78, 6-6, 210
"DeWayne Scales", 80, 6-8, 208
"Danny Schayes", 83, 6-11, 235
"Alvin Scott", 79, 6-7, 185
"Byron Scott", 75, 6-3, 195
"Lonnie Shelton", 80, 6-8, 240
"Purvis Short", 79, 6-7, 210
"Jerry Sichting", 73, 6-1, 168
"Jack Sikma", 83, 6-11, 230
"Derek Smith", 78, 6-6, 205
"Larry Smith", 80, 6-8, 215
"Ricky Sobers", 75, 6-3, 198
"Jim Spanarkel", 77, 6-5, 190
"Rory Sparrow", 74, 6-2, 175
"Larry Spriggs", 79, 6-7, 230
"Brook Steppe", 77, 6-5, 195
"Steve Stipanovich", 83, 6-11, 245
"Jon Sundvold", 74, 6-2, 170
"Dane Suttle", 75, 6-3, 190
"Terry Teagle", 77, 6-5, 195
"Reggie Theus", 79, 6-7, 190
"David Thirdkill", 79, 6-7, 195
"Isiah Thomas", 73, 6-1, 180
"Jim Thomas", 75, 6-3, 190
"David Thompson", 76, 6-4, 195
"LaSalle Thompson", 82, 6-10, 245
"Mychal Thompson", 82, 6-10, 226
"Paul Thompson", 78, 6-6, 210
"Sedale Threatt", 74, 6-2, 175
"Darren Tillis", 83, 6-11, 215
"Ray Tolbert", 81, 6-9, 225
"Andrew Toney", 75, 6-3, 178
"Linton Townes", 79, 6-7, 190
"Kelly Tripucka", 78, 6-6, 220
"Trent Tucker", 77, 6-5, 193
"Elston Turner", 77, 6-5, 190
"Terry Tyler", 79, 6-7, 215
"Darnell Valentine", 73, 6-1, 183
"Kiki Vandeweghe", 80, 6-8, 220
"Pete Verhoeven", 81, 6-9, 215
"Jay Vincent", 79, 6-7, 220
"Danny Vranes", 79, 6-7, 210
"Granville Waiters", 83, 6-11, 225
"Darrell Walker", 76, 6-4, 180
"Foots Walker", 72, 6-0, 172
"Wally Walker", 79, 6-7, 190
"Bill Walton", 83, 6-11, 210
"Bryan Warrick", 77, 6-5, 195
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Brant Weidner", 81, 6-9, 230
"Mark West", 82, 6-10, 230
"Paul Westphal", 76, 6-4, 195
"Ennis Whatley", 75, 6-3, 177
"Rory White", 80, 6-8, 210
"Jerome Whitehead", 82, 6-10, 220
"Mitchell Wiggins", 76, 6-4, 185
"Jamaal Wilkes", 78, 6-6, 190
"Dominique Wilkins", 79, 6-7, 200
"Jeff Wilkins", 83, 6-11, 230
"Buck Williams", 80, 6-8, 215
"Gus Williams", 74, 6-2, 175
"Herb Williams", 82, 6-10, 242
"Kevin Williams", 74, 6-2, 175
"Ray Williams", 75, 6-3, 188
"Rob Williams", 74, 6-2, 175
"Sam Williams", 80, 6-8, 210
"Sly Williams", 79, 6-7, 210
"Bill Willoughby", 80, 6-8, 205
"Michael Wilson", 76, 6-4, 175
"Randy Wittman", 78, 6-6, 210
"Al Wood", 78, 6-6, 193
"Mike Woodson", 77, 6-5, 195
"Orlando Woolridge", 81, 6-9, 215
"James Worthy", 81, 6-9, 225
