"Name", Height (Inches), Height(Feet-Inches), Weight
"Larry Hughes", 77, 6-5, 184
"Lindsey Hunter", 74, 6-2, 170
"Steven Hunter", 84, 7-0, 220
"Zydrunas Ilgauskas", 87, 7-3, 238
"Allen Iverson", 72, 6-0, 165
"Bobby Jackson", 73, 6-1, 185
"Jaren Jackson", 76, 6-4, 190
"Jermaine Jackson", 76, 6-4, 204
"Jim Jackson", 78, 6-6, 220
"Marc Jackson", 82, 6-10, 270
"Mark Jackson", 73, 6-1, 180
"Stephen Jackson", 80, 6-8, 218
"Jerome James", 84, 7-0, 300
"Mike James", 74, 6-2, 188
"Tim James", 79, 6-7, 212
"Antawn Jamison", 80, 6-8, 223
"Harold Jamison", 80, 6-8, 260
"Richard Jefferson", 79, 6-7, 222
"Anthony Johnson", 75, 6-3, 190
"Avery Johnson", 70, 5-10, 175
"DerMarr Johnson", 81, 6-9, 201
"Ervin Johnson", 83, 6-11, 245
"Joe Johnson", 80, 6-8, 225
"Alvin Jones", 83, 6-11, 265
"Damon Jones", 75, 6-3, 185
"Eddie Jones", 78, 6-6, 190
"Jumaine Jones", 80, 6-8, 218
"Popeye Jones", 80, 6-8, 250
"Michael Jordan", 78, 6-6, 195
"Shawn Kemp", 82, 6-10, 230
"Steve Kerr", 75, 6-3, 175
"Jason Kidd", 76, 6-4, 205
"Andrei Kirilenko", 81, 6-9, 220
"Kerry Kittles", 77, 6-5, 179
"Brevin Knight", 70, 5-10, 173
"Travis Knight", 84, 7-0, 235
"Toni Kukoc", 82, 6-10, 192
"Christian Laettner", 83, 6-11, 235
"Raef LaFrentz", 83, 6-11, 240
"Trajan Langdon", 75, 6-3, 197
"Dan Langhi", 83, 6-11, 220
"Rusty LaRue", 74, 6-2, 210
"Voshon Lenard", 76, 6-4, 205
"Quincy Lewis", 79, 6-7, 215
"Rashard Lewis", 82, 6-10, 215
"Randy Livingston", 76, 6-4, 209
"Art Long", 81, 6-9, 250
"Grant Long", 80, 6-8, 225
"Felipe Lopez", 77, 6-5, 199
"Tyronn Lue", 72, 6-0, 175
"George Lynch", 80, 6-8, 218
"Todd MacCulloch", 84, 7-0, 280
"Sam Mack", 79, 6-7, 220
"Mark Madsen", 81, 6-9, 240
"Corey Maggette", 78, 6-6, 218
"Jamaal Magloire", 83, 6-11, 259
"Dan Majerle", 78, 6-6, 215
"Karl Malone", 81, 6-9, 250
"Danny Manning", 82, 6-10, 230
"Stephon Marbury", 74, 6-2, 180
"Shawn Marion", 79, 6-7, 220
"Sean Marks", 82, 6-10, 250
"Donny Marshall", 79, 6-7, 230
"Donyell Marshall", 81, 6-9, 218
"Darrick Martin", 71, 5-11, 170
"Kenyon Martin", 81, 6-9, 234
"Jamal Mashburn", 80, 6-8, 240
"Anthony Mason", 79, 6-7, 250
"Desmond Mason", 79, 6-7, 224
"Tony Massenburg", 81, 6-9, 220
"Walter McCarty", 82, 6-10, 230
"Amal McCaskill", 83, 6-11, 235
"George McCloud", 78, 6-6, 205
"Jelani McCoy", 82, 6-10, 245
"Antonio McDyess", 81, 6-9, 220
"Tracy McGrady", 80, 6-8, 210
"Jeff McInnis", 76, 6-4, 190
"Derrick McKey", 81, 6-9, 205
"Aaron McKie", 77, 6-5, 209
"Stanislav Medvedenko", 82, 6-10, 250
"Ron Mercer", 79, 6-7, 210
"Chris Mihm", 84, 7-0, 265
"Darius Miles", 81, 6-9, 210
"Andre Miller", 74, 6-2, 200
"Brad Miller", 83, 6-11, 244
"Mike Miller", 80, 6-8, 218
"Reggie Miller", 79, 6-7, 185
"Chris Mills", 78, 6-6, 215
"Sam Mitchell", 78, 6-6, 210
"Cuttino Mobley", 76, 6-4, 190
"Nazr Mohammed", 82, 6-10, 221
"Jerome Moiso", 82, 6-10, 235
"Eric Montross", 84, 7-0, 270
"Mikki Moore", 83, 6-11, 225
"Terence Morris", 81, 6-9, 221
"Hanno Mottola", 83, 6-11, 247
"Alonzo Mourning", 82, 6-10, 240
"Troy Murphy", 83, 6-11, 245
"Lamond Murray", 79, 6-7, 236
"Tracy Murray", 79, 6-7, 225
"Dikembe Mutombo", 86, 7-2, 245
"Mamadou N'Diaye", 84, 7-0, 255
"Lee Nailon", 81, 6-9, 238
"Eduardo Najera", 80, 6-8, 240
"Steve Nash", 75, 6-3, 195
"Tyrone Nesby", 78, 6-6, 225
"Rasho Nesterovic", 84, 7-0, 248
"Ira Newble", 79, 6-7, 220
"Johnny Newman", 79, 6-7, 190
"Moochie Norris", 73, 6-1, 175
"Dirk Nowitzki", 84, 7-0, 237
"Jermaine O'Neal", 83, 6-11, 226
"Shaquille O'Neal", 85, 7-1, 325
"Charles Oakley", 80, 6-8, 225
"Lamar Odom", 82, 6-10, 220
"Hakeem Olajuwon", 84, 7-0, 255
"Dean Oliver", 71, 5-11, 180
"Kevin Ollie", 76, 6-4, 195
"Michael Olowokandi", 84, 7-0, 269
"Greg Ostertag", 86, 7-2, 280
"Bo Outlaw", 80, 6-8, 210
"Doug Overton", 75, 6-3, 190
"Olumide Oyedeji", 82, 6-10, 240
"Robert Pack", 74, 6-2, 180
"Scott Padgett", 81, 6-9, 240
"Milt Palacio", 75, 6-3, 195
"Tony Parker", 74, 6-2, 180
"Cherokee Parks", 83, 6-11, 235
"Ruben Patterson", 77, 6-5, 224
"Gary Payton", 76, 6-4, 180
"Anthony Peeler", 76, 6-4, 208
"Mike Penberthy", 75, 6-3, 185
"Elliot Perry", 72, 6-0, 150
"Wesley Person", 78, 6-6, 195
"Morris Peterson", 79, 6-7, 218
"Eric Piatkowski", 79, 6-7, 215
"Paul Pierce", 78, 6-6, 230
"Scottie Pippen", 80, 6-8, 210
"Scot Pollard", 83, 6-11, 265
"Mark Pope", 82, 6-10, 235
"Terry Porter", 75, 6-3, 195
"James Posey", 80, 6-8, 215
"Lavor Postell", 77, 6-5, 215
"Vitaly Potapenko", 82, 6-10, 280
"Brent Price", 73, 6-1, 165
"Joel Przybilla", 85, 7-1, 255
"Vladimir Radmanovic", 82, 6-10, 227
"Zach Randolph", 81, 6-9, 253
"Theo Ratliff", 82, 6-10, 225
"Zeljko Rebraca", 84, 7-0, 257
"Eldridge Recasner", 75, 6-3, 190
"Michael Redd", 78, 6-6, 220
"Don Reid", 80, 6-8, 250
"Glen Rice", 79, 6-7, 215
"Jason Richardson", 78, 6-6, 220
"Norm Richardson", 77, 6-5, 190
"Quentin Richardson", 78, 6-6, 223
"Mitch Richmond", 77, 6-5, 215
"Isaiah Rider", 77, 6-5, 215
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Eddie Robinson", 80, 6-8, 210
"Glenn Robinson", 79, 6-7, 225
"Larry Robinson", 75, 6-3, 180
"Carlos Rogers", 83, 6-11, 220
"Rodney Rogers", 79, 6-7, 235
"Sean Rooks", 82, 6-10, 250
"Jalen Rose", 80, 6-8, 210
"Malik Rose", 79, 6-7, 250
"Michael Ruffin", 81, 6-9, 246
"Bryon Russell", 79, 6-7, 225
"Daniel Santiago", 85, 7-1, 256
"Jeryl Sasser", 78, 6-6, 200
"Kenny Satterfield", 74, 6-2, 186
"Brian Scalabrine", 81, 6-9, 241
"Shawnelle Scott", 82, 6-10, 250
"Ansu Sesay", 81, 6-9, 225
"Brian Shaw", 78, 6-6, 190
"Bobby Simmons", 79, 6-7, 210
"Dickey Simpkins", 81, 6-9, 248
"Brian Skinner", 81, 6-9, 255
"Reggie Slater", 79, 6-7, 215
"Charles Smith", 76, 6-4, 194
"Jabari Smith", 83, 6-11, 250
"Joe Smith", 82, 6-10, 225
"Leon Smith", 82, 6-10, 235
"Steve Smith", 79, 6-7, 200
"Eric Snow", 75, 6-3, 190
"Will Solomon", 73, 6-1, 185
"Felton Spencer", 84, 7-0, 265
"Latrell Sprewell", 77, 6-5, 190
"Jerry Stackhouse", 78, 6-6, 218
"John Starks", 75, 6-3, 180
"Vladimir Stepania", 84, 7-0, 236
"DeShawn Stevenson", 77, 6-5, 210
"Michael Stewart", 82, 6-10, 230
"Bryant Stith", 77, 6-5, 208
"John Stockton", 73, 6-1, 170
"Peja Stojakovic", 81, 6-9, 220
"Damon Stoudamire", 70, 5-10, 171
"Erick Strickland", 75, 6-3, 210
"Mark Strickland", 81, 6-9, 210
"Rod Strickland", 75, 6-3, 175
"Bruno Sundov", 86, 7-2, 220
"Bob Sura", 77, 6-5, 200
"Stromile Swift", 81, 6-9, 225
"Wally Szczerbiak", 79, 6-7, 244
"Jason Terry", 74, 6-2, 176
"Etan Thomas", 81, 6-9, 256
"Kenny Thomas", 79, 6-7, 261
"Kurt Thomas", 81, 6-9, 230
"Tim Thomas", 82, 6-10, 230
"Jamaal Tinsley", 75, 6-3, 195
"Oscar Torres", 78, 6-6, 210
"Robert Traylor", 80, 6-8, 284
"Gary Trent", 80, 6-8, 250
"Jeff Trepagnier", 76, 6-4, 200
"Jake Tsakalidis", 86, 7-2, 285
"Hedo Turkoglu", 82, 6-10, 220
"Nick Van Exel", 73, 6-1, 170
"Keith Van Horn", 82, 6-10, 220
"Ratko Varda", 85, 7-1, 260
"Jacque Vaughn", 73, 6-1, 190
"Jake Voskuhl", 83, 6-11, 245
"Antoine Walker", 80, 6-8, 224
"Samaki Walker", 81, 6-9, 240
"Ben Wallace", 81, 6-9, 240
"Gerald Wallace", 79, 6-7, 215
"John Wallace", 80, 6-8, 225
"Rasheed Wallace", 82, 6-10, 225
"Charlie Ward", 74, 6-2, 190
"Earl Watson", 73, 6-1, 195
"Clarence Weatherspoon", 78, 6-6, 240
"Chris Webber", 81, 6-9, 245
"Bonzi Wells", 77, 6-5, 210
"David Wesley", 72, 6-0, 190
"Jahidi White", 81, 6-9, 290
"Rodney White", 81, 6-9, 238
"Chris Whitney", 72, 6-0, 168
"Aaron Williams", 81, 6-9, 220
"Alvin Williams", 77, 6-5, 185
"Eric Williams", 80, 6-8, 220
"Jason Williams", 73, 6-1, 190
"Jerome Williams", 81, 6-9, 206
"Monty Williams", 80, 6-8, 225
"Scott Williams", 82, 6-10, 230
"Shammond Williams", 73, 6-1, 201
"Walt Williams", 80, 6-8, 219
"Corliss Williamson", 79, 6-7, 245
"Kevin Willis", 84, 7-0, 220
"Loren Woods", 85, 7-1, 245
"Metta World Peace", 78, 6-6, 244
"Lorenzen Wright", 83, 6-11, 225
"Wang Zhizhi", 84, 7-0, 255
