"Name", Height (Inches), Height(Feet-Inches), Weight
"Connie Norman", 75, 6-3, 175
"Willie Norwood", 79, 6-7, 220
"Jim Owens", 77, 6-5, 200
"Steve Patterson", 81, 6-9, 225
"Curtis Perry", 79, 6-7, 220
"Geoff Petrie", 76, 6-4, 190
"Howard Porter", 80, 6-8, 220
"Kevin Porter", 72, 6-0, 170
"Jim Price", 75, 6-3, 195
"Ed Ratleff", 78, 6-6, 195
"Clifford Ray", 81, 6-9, 230
"Kevin Restani", 81, 6-9, 225
"Tom Riker", 82, 6-10, 225
"Pat Riley", 76, 6-4, 205
"Ron Riley", 80, 6-8, 195
"Mike Riordan", 76, 6-4, 200
"Rick Roberson", 81, 6-9, 231
"Truck Robinson", 79, 6-7, 225
"Curtis Rowe", 79, 6-7, 225
"Paul Ruffner", 82, 6-10, 225
"Bob Rule", 81, 6-9, 220
"Campy Russell", 80, 6-8, 215
"Cazzie Russell", 77, 6-5, 218
"Fred Saunders", 79, 6-7, 210
"Dale Schlueter", 82, 6-10, 225
"Charlie Scott", 77, 6-5, 175
"Paul Silas", 79, 6-7, 220
"Tal Skinner", 77, 6-5, 195
"Jerry Sloan", 77, 6-5, 195
"Bingo Smith", 77, 6-5, 195
"Don Smith", 72, 6-0, 160
"Elmore Smith", 84, 7-0, 250
"Greg Smith", 77, 6-5, 195
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Dick Snyder", 77, 6-5, 207
"Mike Sojourner", 81, 6-9, 225
"Kevin Stacom", 75, 6-3, 185
"Bud Stallworth", 77, 6-5, 190
"Dave Stallworth", 79, 6-7, 200
"Larry Steele", 77, 6-5, 180
"George Thompson", 74, 6-2, 200
"Nate Thurmond", 83, 6-11, 225
"Dean Tolson", 80, 6-8, 190
"Rudy Tomjanovich", 80, 6-8, 218
"George Trapp", 80, 6-8, 205
"John Tschogl", 78, 6-6, 206
"Wes Unseld", 79, 6-7, 245
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Norm Van Lier", 73, 6-1, 173
"Neal Walk", 82, 6-10, 220
"Chet Walker", 78, 6-6, 212
"Foots Walker", 72, 6-0, 172
"Jimmy Walker", 75, 6-3, 195
"Bill Walton", 83, 6-11, 210
"Perry Warbington", 74, 6-2, 165
"Cornell Warner", 81, 6-9, 220
"Jim Washington", 78, 6-6, 210
"Kermit Washington", 80, 6-8, 230
"Stan Washington", 76, 6-4, 190
"Slick Watts", 73, 6-1, 175
"Nick Weatherspoon", 79, 6-7, 195
"Scott Wedman", 79, 6-7, 215
"Bob Weiss", 74, 6-2, 180
"Owen Wells", 79, 6-7, 200
"Walt Wesley", 83, 6-11, 220
"Paul Westphal", 76, 6-4, 195
"John Wetzel", 77, 6-5, 190
"Jo Jo White", 75, 6-3, 190
"Sidney Wicks", 80, 6-8, 225
"Lenny Wilkens", 73, 6-1, 180
"Jamaal Wilkes", 78, 6-6, 190
"Earl Williams", 79, 6-7, 230
"Nate Williams", 77, 6-5, 215
"Ron Williams", 75, 6-3, 188
"Bobby Wilson", 75, 6-3, 175
"Lee Winfield", 74, 6-2, 174
"Harthorne Wingo", 78, 6-6, 210
"Brian Winters", 76, 6-4, 185
"Luke Witte", 84, 7-0, 235
"Dave Wohl", 74, 6-2, 185
