"Name", Height (Inches), Height(Feet-Inches), Weight
"Tom Van Arsdale", 77, 6-5, 202
"Norm Van Lier", 73, 6-1, 173
"Neal Walk", 82, 6-10, 220
"Chet Walker", 78, 6-6, 212
"Jimmy Walker", 75, 6-3, 195
"John Warren", 75, 6-3, 180
"Jim Washington", 78, 6-6, 210
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"Jo Jo White", 75, 6-3, 190
"Lenny Wilkens", 73, 6-1, 180
"Art Williams", 73, 6-1, 180
"Bernie Williams", 75, 6-3, 175
"Ron Williams", 75, 6-3, 188
"Sam Williams", 75, 6-3, 180
"George Wilson", 80, 6-8, 225
"Lee Winfield", 74, 6-2, 174
"Tom Workman", 79, 6-7, 218
