"Name", Height (Inches), Height(Feet-Inches), Weight
"Ron Harper", 78, 6-6, 185
"Tony Harris", 75, 6-3, 190
"Scott Hastings", 82, 6-10, 235
"Hersey Hawkins", 75, 6-3, 190
"Gerald Henderson", 74, 6-2, 175
"Steve Henson", 71, 5-11, 177
"Mike Higgins", 81, 6-9, 220
"Rod Higgins", 79, 6-7, 200
"Sean Higgins", 81, 6-9, 205
"Tyrone Hill", 81, 6-9, 240
"Roy Hinson", 81, 6-9, 210
"Craig Hodges", 74, 6-2, 190
"Dave Hoppen", 83, 6-11, 235
"Dennis Hopson", 77, 6-5, 200
"Jeff Hornacek", 75, 6-3, 190
"Jay Humphries", 75, 6-3, 185
"Byron Irvin", 77, 6-5, 190
"Mark Jackson", 73, 6-1, 180
"Dave Jamerson", 77, 6-5, 190
"Henry James", 80, 6-8, 220
"Les Jepsen", 84, 7-0, 237
"Avery Johnson", 70, 5-10, 175
"Buck Johnson", 79, 6-7, 190
"Eddie Johnson", 79, 6-7, 215
"Kevin Johnson", 73, 6-1, 180
"Magic Johnson", 80, 6-8, 215
"Steve Johnson", 82, 6-10, 235
"Vinnie Johnson", 74, 6-2, 200
"Charles Jones", 81, 6-9, 215
"Michael Jordan", 78, 6-6, 195
"Shawn Kemp", 82, 6-10, 230
"Steve Kerr", 75, 6-3, 175
"Jerome Kersey", 79, 6-7, 215
"Alec Kessler", 83, 6-11, 230
"Randolph Keys", 79, 6-7, 195
"Bo Kimble", 76, 6-4, 190
"Bernard King", 79, 6-7, 205
"Stacey King", 83, 6-11, 230
"Greg Kite", 83, 6-11, 250
"Joe Kleine", 83, 6-11, 255
"Negele Knight", 73, 6-1, 175
"Bart Kofoed", 76, 6-4, 210
"Jon Koncak", 84, 7-0, 250
"Frank Kornet", 81, 6-9, 225
"Bill Laimbeer", 83, 6-11, 245
"Jerome Lane", 78, 6-6, 230
"Andrew Lang", 83, 6-11, 245
"Eric Leckner", 83, 6-11, 265
"Kurk Lee", 75, 6-3, 190
"Tim Legler", 76, 6-4, 200
"Gary Leonard", 85, 7-1, 250
"Jim Les", 71, 5-11, 165
"Clifford Lett", 75, 6-3, 170
"Fat Lever", 75, 6-3, 170
"Cliff Levingston", 80, 6-8, 210
"Reggie Lewis", 79, 6-7, 195
"Marcus Liberty", 80, 6-8, 205
"Todd Lichti", 76, 6-4, 205
"Alton Lister", 84, 7-0, 240
"Ian Lockhart", 80, 6-8, 240
"Brad Lohaus", 83, 6-11, 230
"Grant Long", 80, 6-8, 225
"John Long", 77, 6-5, 195
"Rick Mahorn", 82, 6-10, 240
"Dan Majerle", 78, 6-6, 215
"Jeff Malone", 76, 6-4, 205
"Karl Malone", 81, 6-9, 250
"Moses Malone", 82, 6-10, 215
"Danny Manning", 82, 6-10, 230
"Sarunas Marciulionis", 77, 6-5, 200
"Jeff Martin", 77, 6-5, 195
"Anthony Mason", 79, 6-7, 250
"Tony Massenburg", 81, 6-9, 220
"Vernon Maxwell", 76, 6-4, 180
"Travis Mays", 74, 6-2, 190
"George McCloud", 78, 6-6, 205
"Tim McCormick", 83, 6-11, 240
"Rodney McCray", 79, 6-7, 220
"Xavier McDaniel", 79, 6-7, 205
"Kevin McHale", 82, 6-10, 210
"Derrick McKey", 81, 6-9, 205
"Nate McMillan", 77, 6-5, 195
"Mark McNamara", 83, 6-11, 235
"Scott Meents", 82, 6-10, 225
"Reggie Miller", 79, 6-7, 185
"Terry Mills", 82, 6-10, 230
"Sam Mitchell", 78, 6-6, 210
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Chris Morris", 80, 6-8, 210
"John Morton", 75, 6-3, 180
"Chris Mullin", 78, 6-6, 200
"Chris Munk", 81, 6-9, 225
"Tod Murphy", 81, 6-9, 220
"Jerrod Mustaf", 82, 6-10, 238
"Pete Myers", 78, 6-6, 180
"Larry Nance", 82, 6-10, 205
"Craig Neal", 77, 6-5, 165
"Ed Nealy", 79, 6-7, 238
"Johnny Newman", 79, 6-7, 190
"Ken Norman", 80, 6-8, 215
"Dan O'Sullivan", 82, 6-10, 250
"Charles Oakley", 80, 6-8, 225
"Alan Ogg", 86, 7-2, 240
"Hakeem Olajuwon", 84, 7-0, 255
"Jawann Oldham", 84, 7-0, 215
"Brian Oliver", 76, 6-4, 210
"Gerald Paddio", 79, 6-7, 205
"Walter Palmer", 85, 7-1, 215
"Robert Parish", 84, 7-0, 230
"John Paxson", 74, 6-2, 185
"Kenny Payne", 80, 6-8, 195
"Gary Payton", 76, 6-4, 180
"Will Perdue", 84, 7-0, 240
"Sam Perkins", 81, 6-9, 235
"Tim Perry", 81, 6-9, 200
"Chuck Person", 80, 6-8, 220
"Jim Petersen", 82, 6-10, 235
"Drazen Petrovic", 77, 6-5, 195
"Ricky Pierce", 76, 6-4, 205
"Ed Pinckney", 81, 6-9, 195
"Scottie Pippen", 80, 6-8, 210
"Olden Polynice", 83, 6-11, 220
"Dave Popson", 82, 6-10, 220
"Terry Porter", 75, 6-3, 195
"Paul Pressey", 77, 6-5, 185
"Mark Price", 72, 6-0, 170
"Kevin Pritchard", 75, 6-3, 180
"Brian Quinnett", 80, 6-8, 235
"Kurt Rambis", 80, 6-8, 213
"Blair Rasmussen", 84, 7-0, 250
"J.R. Reid", 81, 6-9, 247
"Robert Reid", 80, 6-8, 205
"Jerry Reynolds", 80, 6-8, 200
"Glen Rice", 79, 6-7, 215
"Pooh Richardson", 73, 6-1, 180
"Mitch Richmond", 77, 6-5, 215
"Doc Rivers", 76, 6-4, 185
"Fred Roberts", 82, 6-10, 218
"Alvin Robertson", 75, 6-3, 185
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Larry Robinson", 75, 6-3, 180
"Rumeal Robinson", 74, 6-2, 195
"Dennis Rodman", 79, 6-7, 210
"Tree Rollins", 85, 7-1, 235
"Delaney Rudd", 74, 6-2, 180
"John Salley", 83, 6-11, 230
"Ralph Sampson", 88, 7-4, 228
"Jeff Sanders", 80, 6-8, 225
"Mike Sanders", 78, 6-6, 210
"Danny Schayes", 83, 6-11, 235
"Steve Scheffler", 81, 6-9, 250
"Dwayne Schintzius", 85, 7-1, 260
"Detlef Schrempf", 81, 6-9, 214
"Byron Scott", 75, 6-3, 195
"Dennis Scott", 80, 6-8, 229
"Rony Seikaly", 83, 6-11, 230
"John Shasky", 83, 6-11, 235
"Brian Shaw", 78, 6-6, 190
"Jack Sikma", 83, 6-11, 230
"Lionel Simmons", 79, 6-7, 210
"Scott Skiles", 73, 6-1, 180
"Charles Smith", 82, 6-10, 230
"Charles Smith", 73, 6-1, 160
"Clinton Smith", 78, 6-6, 210
"Derek Smith", 78, 6-6, 205
"Kenny Smith", 75, 6-3, 170
"Larry Smith", 80, 6-8, 215
"Michael Smith", 82, 6-10, 225
"Otis Smith", 77, 6-5, 210
"Tony Smith", 75, 6-3, 185
"Rik Smits", 88, 7-4, 250
"Mike Smrek", 84, 7-0, 250
"Rory Sparrow", 74, 6-2, 175
"Felton Spencer", 84, 7-0, 265
"John Starks", 75, 6-3, 180
"Everette Stephens", 74, 6-2, 175
"John Stockton", 73, 6-1, 170
"Rod Strickland", 75, 6-3, 175
"Jon Sundvold", 74, 6-2, 170
"Roy Tarpley", 83, 6-11, 230
"Terry Teagle", 77, 6-5, 195
"Reggie Theus", 79, 6-7, 190
"Irving Thomas", 80, 6-8, 225
"Isiah Thomas", 73, 6-1, 180
"Jim Thomas", 75, 6-3, 190
"Billy Thompson", 79, 6-7, 195
"LaSalle Thompson", 82, 6-10, 245
"Mychal Thompson", 82, 6-10, 226
"Bob Thornton", 82, 6-10, 225
"Otis Thorpe", 81, 6-9, 225
"Sedale Threatt", 74, 6-2, 175
"Wayman Tisdale", 81, 6-9, 240
"Tom Tolbert", 79, 6-7, 235
"Andy Toolson", 78, 6-6, 210
"Kelly Tripucka", 78, 6-6, 220
"Trent Tucker", 77, 6-5, 193
"Andre Turner", 71, 5-11, 160
"Jeff Turner", 81, 6-9, 230
"Kelvin Upshaw", 74, 6-2, 180
"Darnell Valentine", 73, 6-1, 183
"Kiki Vandeweghe", 80, 6-8, 220
"Loy Vaught", 81, 6-9, 230
"Sam Vincent", 74, 6-2, 185
"Stojko Vrankovic", 86, 7-2, 260
"Milt Wagner", 77, 6-5, 185
"Darrell Walker", 76, 6-4, 180
"Kenny Walker", 80, 6-8, 210
"Spud Webb", 66, 5-6, 133
"Bill Wennington", 84, 7-0, 245
"Doug West", 78, 6-6, 200
"Mark West", 82, 6-10, 230
"Randy White", 80, 6-8, 240
"Morlon Wiley", 76, 6-4, 185
"Dominique Wilkins", 79, 6-7, 200
"Eddie Lee Wilkins", 82, 6-10, 220
"Gerald Wilkins", 78, 6-6, 185
"Buck Williams", 80, 6-8, 215
"Herb Williams", 82, 6-10, 242
"Hot Rod Williams", 83, 6-11, 215
"Jayson Williams", 81, 6-9, 240
"John Williams", 80, 6-8, 235
"Kenny Williams", 81, 6-9, 205
"Micheal Williams", 74, 6-2, 175
"Reggie Williams", 79, 6-7, 190
"Scott Williams", 82, 6-10, 230
"Kevin Willis", 84, 7-0, 220
"Trevor Wilson", 79, 6-7, 210
"Kennard Winchester", 77, 6-5, 210
"David Wingate", 77, 6-5, 185
"Randy Wittman", 78, 6-6, 210
"Joe Wolf", 83, 6-11, 230
"David Wood", 81, 6-9, 227
"Leon Wood", 75, 6-3, 185
"Mike Woodson", 77, 6-5, 195
"Orlando Woolridge", 81, 6-9, 215
"Haywoode Workman", 74, 6-2, 180
"James Worthy", 81, 6-9, 225
"Howard Wright", 80, 6-8, 220
"A.J. Wynder", 74, 6-2, 180
"Danny Young", 75, 6-3, 175
