"Name", Height (Inches), Height(Feet-Inches), Weight
"Lester Conner", 76, 6-4, 180
"Michael Cooper", 77, 6-5, 170
"Wayne Cooper", 82, 6-10, 220
"Lanard Copeland", 78, 6-6, 190
"Tyrone Corbin", 78, 6-6, 210
"Dave Corzine", 83, 6-11, 250
"Pat Cummings", 81, 6-9, 230
"Terry Cummings", 81, 6-9, 220
"Dell Curry", 76, 6-4, 190
"Quintin Dailey", 75, 6-3, 180
"Adrian Dantley", 77, 6-5, 208
"Brad Daugherty", 84, 7-0, 245
"Brad Davis", 75, 6-3, 180
"Charles Davis", 79, 6-7, 215
"Terry Davis", 81, 6-9, 225
"Walter Davis", 78, 6-6, 193
"Johnny Dawkins", 74, 6-2, 165
"Vinny Del Negro", 76, 6-4, 185
"Byron Dinkins", 73, 6-1, 170
"Vlade Divac", 85, 7-1, 243
"James Donaldson", 86, 7-2, 275
"Sherman Douglas", 72, 6-0, 180
"Terry Dozier", 81, 6-9, 210
"Greg Dreiling", 85, 7-1, 250
"Larry Drew", 73, 6-1, 170
"Clyde Drexler", 79, 6-7, 210
"Kevin Duckworth", 84, 7-0, 275
"Chris Dudley", 83, 6-11, 235
"Joe Dumars", 75, 6-3, 190
"Mike Dunleavy", 75, 6-3, 180
"T.R. Dunn", 76, 6-4, 192
"Ledell Eackles", 77, 6-5, 220
"Mark Eaton", 88, 7-4, 275
"Blue Edwards", 76, 6-4, 200
"James Edwards", 84, 7-0, 225
"Jay Edwards", 76, 6-4, 185
"Kevin Edwards", 75, 6-3, 190
"Craig Ehlo", 78, 6-6, 180
"Sean Elliott", 80, 6-8, 205
"Dale Ellis", 79, 6-7, 205
"Pervis Ellison", 81, 6-9, 210
"Alex English", 79, 6-7, 190
"Patrick Ewing", 84, 7-0, 240
"Jim Farmer", 76, 6-4, 190
"Duane Ferrell", 79, 6-7, 209
"Vern Fleming", 77, 6-5, 185
"Sleepy Floyd", 75, 6-3, 170
"Tellis Frank", 82, 6-10, 225
"Corey Gaines", 75, 6-3, 195
"Kevin Gamble", 77, 6-5, 210
"Winston Garland", 74, 6-2, 170
"Tom Garrick", 74, 6-2, 185
"Kenny Gattison", 80, 6-8, 225
"Derrick Gervin", 80, 6-8, 200
"Armen Gilliam", 81, 6-9, 230
"Mike Gminski", 83, 6-11, 250
"Gary Grant", 75, 6-3, 185
"Greg Grant", 67, 5-7, 140
"Harvey Grant", 80, 6-8, 195
"Horace Grant", 82, 6-10, 215
"Stuart Gray", 84, 7-0, 235
"Jeff Grayer", 77, 6-5, 200
"A.C. Green", 81, 6-9, 220
"Rickey Green", 72, 6-0, 170
"Sidney Green", 81, 6-9, 220
"Dave Greenwood", 81, 6-9, 222
"Darrell Griffith", 76, 6-4, 190
"Scott Haffner", 75, 6-3, 180
"Jack Haley", 82, 6-10, 240
"Tom Hammonds", 81, 6-9, 215
"Bob Hansen", 78, 6-6, 190
"Bill Hanzlik", 79, 6-7, 185
"Tim Hardaway", 72, 6-0, 175
"Derek Harper", 76, 6-4, 185
"Ron Harper", 78, 6-6, 185
"Steve Harris", 77, 6-5, 195
"Scott Hastings", 82, 6-10, 235
"Hersey Hawkins", 75, 6-3, 190
"Gerald Henderson", 74, 6-2, 175
"Mike Higgins", 81, 6-9, 220
"Rod Higgins", 79, 6-7, 200
"Roy Hinson", 81, 6-9, 210
"Craig Hodges", 74, 6-2, 190
"Mike Holton", 76, 6-4, 185
"Dave Hoppen", 83, 6-11, 235
"Dennis Hopson", 77, 6-5, 200
"Tito Horford", 85, 7-1, 245
"Jeff Hornacek", 75, 6-3, 190
"Ed Horton", 80, 6-8, 230
"Eddie Hughes", 70, 5-10, 165
"Jay Humphries", 75, 6-3, 185
"Byron Irvin", 77, 6-5, 190
"Jaren Jackson", 76, 6-4, 190
"Mark Jackson", 73, 6-1, 180
"Michael Jackson", 74, 6-2, 183
"Avery Johnson", 70, 5-10, 175
"Buck Johnson", 79, 6-7, 190
"Dennis Johnson", 76, 6-4, 185
"Eddie Johnson", 79, 6-7, 215
"Eric Johnson", 74, 6-2, 205
"Kevin Johnson", 73, 6-1, 180
"Magic Johnson", 80, 6-8, 215
"Marques Johnson", 79, 6-7, 218
"Steve Johnson", 82, 6-10, 235
"Vinnie Johnson", 74, 6-2, 200
"Nate Johnston", 80, 6-8, 210
"Anthony Jones", 78, 6-6, 195
"Caldwell Jones", 83, 6-11, 217
"Charles Jones", 81, 6-9, 215
"Michael Jordan", 78, 6-6, 195
"Shawn Kemp", 82, 6-10, 230
"Tim Kempton", 82, 6-10, 245
"Steve Kerr", 75, 6-3, 175
"Jerome Kersey", 79, 6-7, 215
"Randolph Keys", 79, 6-7, 195
"Stan Kimbrough", 71, 5-11, 153
"Bernard King", 79, 6-7, 205
"Stacey King", 83, 6-11, 230
"Greg Kite", 83, 6-11, 250
"Joe Kleine", 83, 6-11, 255
"Jon Koncak", 84, 7-0, 250
"Frank Kornet", 81, 6-9, 225
"Larry Krystkowiak", 81, 6-9, 220
"Bill Laimbeer", 83, 6-11, 245
"Jerome Lane", 78, 6-6, 230
"Andrew Lang", 83, 6-11, 245
"Jeff Lebo", 74, 6-2, 180
"Eric Leckner", 83, 6-11, 265
"Tim Legler", 76, 6-4, 200
"Gary Leonard", 85, 7-1, 250
"Jim Les", 71, 5-11, 165
"Clifford Lett", 75, 6-3, 170
"Fat Lever", 75, 6-3, 170
"Cliff Levingston", 80, 6-8, 210
"Ralph Lewis", 78, 6-6, 200
"Reggie Lewis", 79, 6-7, 195
"Todd Lichti", 76, 6-4, 205
"Alton Lister", 84, 7-0, 240
"Lewis Lloyd", 78, 6-6, 205
"Brad Lohaus", 83, 6-11, 230
"Grant Long", 80, 6-8, 225
"John Long", 77, 6-5, 195
"Sidney Lowe", 72, 6-0, 195
"John Lucas", 75, 6-3, 175
"Rick Mahorn", 82, 6-10, 240
"Dan Majerle", 78, 6-6, 215
"Jeff Malone", 76, 6-4, 205
"Karl Malone", 81, 6-9, 250
"Moses Malone", 82, 6-10, 215
"Danny Manning", 82, 6-10, 230
"Roy Marble", 78, 6-6, 190
"Sarunas Marciulionis", 77, 6-5, 200
"Jeff Martin", 77, 6-5, 195
"Anthony Mason", 79, 6-7, 250
"Wes Matthews", 73, 6-1, 170
"Vernon Maxwell", 76, 6-4, 180
"Bob McCann", 78, 6-6, 244
"Mel McCants", 80, 6-8, 240
"George McCloud", 78, 6-6, 205
"Tim McCormick", 83, 6-11, 240
"Rodney McCray", 79, 6-7, 220
"Xavier McDaniel", 79, 6-7, 205
"Mike McGee", 77, 6-5, 190
"Kevin McHale", 82, 6-10, 210
"Derrick McKey", 81, 6-9, 205
"Carlton McKinney", 76, 6-4, 190
"Nate McMillan", 77, 6-5, 195
"Mark McNamara", 83, 6-11, 235
"Scott Meents", 82, 6-10, 225
"Reggie Miller", 79, 6-7, 185
"Sam Mitchell", 78, 6-6, 210
"Paul Mokeski", 84, 7-0, 250
"Johnny Moore", 73, 6-1, 175
"Chris Morris", 80, 6-8, 210
"Mike Morrison", 76, 6-4, 195
"John Morton", 75, 6-3, 180
"Chris Mullin", 78, 6-6, 200
"Tod Murphy", 81, 6-9, 220
"Pete Myers", 78, 6-6, 180
"Larry Nance", 82, 6-10, 205
"Calvin Natt", 78, 6-6, 220
"Ed Nealy", 79, 6-7, 238
"Chuck Nevitt", 89, 7-5, 217
"Johnny Newman", 79, 6-7, 190
"Kurt Nimphius", 82, 6-10, 218
"Dyron Nix", 79, 6-7, 210
"Ken Norman", 80, 6-8, 215
"Charles Oakley", 80, 6-8, 225
"Hakeem Olajuwon", 84, 7-0, 255
"Jawann Oldham", 84, 7-0, 215
"Jose Ortiz", 82, 6-10, 225
"Robert Parish", 84, 7-0, 230
"Zarko Paspalj", 81, 6-9, 215
"Jim Paxson", 78, 6-6, 200
"John Paxson", 74, 6-2, 185
"Kenny Payne", 80, 6-8, 195
"Will Perdue", 84, 7-0, 240
"Sam Perkins", 81, 6-9, 235
"Tim Perry", 81, 6-9, 200
"Chuck Person", 80, 6-8, 220
"Jim Petersen", 82, 6-10, 235
"Drazen Petrovic", 77, 6-5, 195
"Ricky Pierce", 76, 6-4, 205
"Ed Pinckney", 81, 6-9, 195
"Scottie Pippen", 80, 6-8, 210
"Olden Polynice", 83, 6-11, 220
"Terry Porter", 75, 6-3, 195
"Paul Pressey", 77, 6-5, 185
"Harold Pressley", 79, 6-7, 210
"Mark Price", 72, 6-0, 170
"Brian Quinnett", 80, 6-8, 235
"Kurt Rambis", 80, 6-8, 213
"Blair Rasmussen", 84, 7-0, 250
"J.R. Reid", 81, 6-9, 247
"Robert Reid", 80, 6-8, 205
"Jerry Reynolds", 80, 6-8, 200
"Glen Rice", 79, 6-7, 215
"Pooh Richardson", 73, 6-1, 180
"Mitch Richmond", 77, 6-5, 215
"David Rivers", 72, 6-0, 170
"Doc Rivers", 76, 6-4, 185
"Fred Roberts", 82, 6-10, 218
"Alvin Robertson", 75, 6-3, 185
"Clifford Robinson", 82, 6-10, 225
"David Robinson", 85, 7-1, 235
"Dennis Rodman", 79, 6-7, 210
"Tree Rollins", 85, 7-1, 235
"Doug Roth", 83, 6-11, 255
"Scott Roth", 80, 6-8, 212
"Jim Rowinski", 80, 6-8, 250
"Brian Rowsom", 81, 6-9, 220
"Donald Royal", 80, 6-8, 210
"Delaney Rudd", 74, 6-2, 180
"John Salley", 83, 6-11, 230
"Ralph Sampson", 88, 7-4, 228
"Jeff Sanders", 80, 6-8, 225
"Mike Sanders", 78, 6-6, 210
"Danny Schayes", 83, 6-11, 235
"Detlef Schrempf", 81, 6-9, 214
"Byron Scott", 75, 6-3, 195
"Rony Seikaly", 83, 6-11, 230
"Brad Sellers", 84, 7-0, 210
"Charles Shackleford", 82, 6-10, 225
"John Shasky", 83, 6-11, 235
"Purvis Short", 79, 6-7, 210
"Dexter Shouse", 74, 6-2, 200
"Jerry Sichting", 73, 6-1, 168
"Jack Sikma", 83, 6-11, 230
"Scott Skiles", 73, 6-1, 180
"Charles Smith", 82, 6-10, 230
"Charles Smith", 73, 6-1, 160
"Derek Smith", 78, 6-6, 205
"Kenny Smith", 75, 6-3, 170
"Larry Smith", 80, 6-8, 215
"Michael Smith", 82, 6-10, 225
"Otis Smith", 77, 6-5, 210
"Rik Smits", 88, 7-4, 250
"Mike Smrek", 84, 7-0, 250
"Rory Sparrow", 74, 6-2, 175
"John Stockton", 73, 6-1, 170
"Greg Stokes", 82, 6-10, 220
"Rod Strickland", 75, 6-3, 175
"Jon Sundvold", 74, 6-2, 170
"Roy Tarpley", 83, 6-11, 230
"Jay Taylor", 75, 6-3, 190
"Leonard Taylor", 80, 6-8, 220
"Terry Teagle", 77, 6-5, 195
"Reggie Theus", 79, 6-7, 190
"Isiah Thomas", 73, 6-1, 180
"Billy Thompson", 79, 6-7, 195
"LaSalle Thompson", 82, 6-10, 245
"Mychal Thompson", 82, 6-10, 226
"Bob Thornton", 82, 6-10, 225
"Otis Thorpe", 81, 6-9, 225
"Sedale Threatt", 74, 6-2, 175
"Wayman Tisdale", 81, 6-9, 240
"Tom Tolbert", 79, 6-7, 235
"Sedric Toney", 74, 6-2, 178
"Kelly Tripucka", 78, 6-6, 220
"Trent Tucker", 77, 6-5, 193
"Andre Turner", 71, 5-11, 160
"Henry Turner", 79, 6-7, 200
"Jeff Turner", 81, 6-9, 230
"Melvin Turpin", 83, 6-11, 240
"Kelvin Upshaw", 74, 6-2, 180
"Kiki Vandeweghe", 80, 6-8, 220
"Jay Vincent", 79, 6-7, 220
"Sam Vincent", 74, 6-2, 185
"Gary Voce", 81, 6-9, 240
"Alexander Volkov", 82, 6-10, 218
"Mark Wade", 71, 5-11, 160
"Darrell Walker", 76, 6-4, 180
"Kenny Walker", 80, 6-8, 210
"Spud Webb", 66, 5-6, 133
"Chris Welp", 84, 7-0, 245
"Bill Wennington", 84, 7-0, 245
"Doug West", 78, 6-6, 200
"Mark West", 82, 6-10, 230
"Randy White", 80, 6-8, 240
"Mitchell Wiggins", 76, 6-4, 185
"Morlon Wiley", 76, 6-4, 185
"Dominique Wilkins", 79, 6-7, 200
"Eddie Lee Wilkins", 82, 6-10, 220
"Gerald Wilkins", 78, 6-6, 185
"Buck Williams", 80, 6-8, 215
"Herb Williams", 82, 6-10, 242
"Hot Rod Williams", 83, 6-11, 215
"John Williams", 80, 6-8, 235
"Micheal Williams", 74, 6-2, 175
"Mike Williams", 80, 6-8, 255
"Reggie Williams", 79, 6-7, 190
"Kevin Willis", 84, 7-0, 220
"David Wingate", 77, 6-5, 185
"Randy Wittman", 78, 6-6, 210
"Joe Wolf", 83, 6-11, 230
"Leon Wood", 75, 6-3, 185
"Mike Woodson", 77, 6-5, 195
"Orlando Woolridge", 81, 6-9, 215
"Haywoode Workman", 74, 6-2, 180
"James Worthy", 81, 6-9, 225
"Danny Young", 75, 6-3, 175
"Michael Young", 79, 6-7, 220
