"Name", Height (Inches), Height(Feet-Inches), Weight
"Dick Miller", 78, 6-6, 215
"Mike Mitchell", 79, 6-7, 215
"Steve Mix", 79, 6-7, 215
"Paul Mokeski", 84, 7-0, 250
"Sidney Moncrief", 75, 6-3, 180
"Johnny Moore", 73, 6-1, 175
"Lowes Moore", 73, 6-1, 170
"Calvin Murphy", 69, 5-9, 165
"Swen Nater", 83, 6-11, 240
"Calvin Natt", 78, 6-6, 220
"Kenny Natt", 75, 6-3, 185
"Mike Newlin", 76, 6-4, 200
"Carl Nicks", 73, 6-1, 175
"Mike Niles", 78, 6-6, 225
"Norm Nixon", 74, 6-2, 170
"Mike O'Koren", 79, 6-7, 207
"Mark Olberding", 80, 6-8, 225
"Jawann Oldham", 84, 7-0, 215
"Louis Orr", 80, 6-8, 175
"Tom Owens", 82, 6-10, 215
"Robert Parish", 84, 7-0, 230
"Sonny Parker", 78, 6-6, 200
"Myles Patrick", 80, 6-8, 220
"Billy Paultz", 83, 6-11, 235
"Jim Paxson", 78, 6-6, 200
"Sam Pellom", 81, 6-9, 225
"Roger Phegley", 78, 6-6, 205
"Stan Pietkiewicz", 77, 6-5, 200
"Ben Poquette", 81, 6-9, 235
"Kevin Porter", 72, 6-0, 170
"Tony Price", 78, 6-6, 190
"Wally Rank", 78, 6-6, 220
"Kelvin Ransey", 73, 6-1, 170
"Clifford Ray", 81, 6-9, 230
"James Ray", 80, 6-8, 215
"Billy Reid", 77, 6-5, 190
"Robert Reid", 80, 6-8, 205
"Kevin Restani", 81, 6-9, 225
"Clint Richardson", 75, 6-3, 195
"Micheal Ray Richardson", 77, 6-5, 189
"Anthony Roberts", 77, 6-5, 185
"Rick Robey", 83, 6-11, 230
"Cliff Robinson", 81, 6-9, 220
"Truck Robinson", 79, 6-7, 225
"Wayne Robinson", 80, 6-8, 217
"Bill Robinzine", 79, 6-7, 230
"Dave Robisch", 82, 6-10, 235
"John Roche", 75, 6-3, 170
"Tree Rollins", 85, 7-1, 235
"Lorenzo Romar", 73, 6-1, 175
"Dan Roundfield", 80, 6-8, 205
"Campy Russell", 80, 6-8, 215
"Frankie Sanders", 78, 6-6, 200
"DeWayne Scales", 80, 6-8, 208
"Alvin Scott", 79, 6-7, 185
"Craig Shelton", 79, 6-7, 210
"Lonnie Shelton", 80, 6-8, 240
"Purvis Short", 79, 6-7, 210
"John Shumate", 81, 6-9, 235
"Jerry Sichting", 73, 6-1, 168
"Jack Sikma", 83, 6-11, 230
"James Silas", 73, 6-1, 180
"Larry Smith", 80, 6-8, 215
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Robert Smith", 71, 5-11, 165
"Ricky Sobers", 75, 6-3, 198
"Jim Spanarkel", 77, 6-5, 190
"Rory Sparrow", 74, 6-2, 175
"John Stroud", 79, 6-7, 215
"Brian Taylor", 74, 6-2, 185
"Carlos Terry", 77, 6-5, 210
"Reggie Theus", 79, 6-7, 190
"David Thompson", 76, 6-4, 195
"Mychal Thompson", 82, 6-10, 226
"Rudy Tomjanovich", 80, 6-8, 218
"Andrew Toney", 75, 6-3, 178
"Terry Tyler", 79, 6-7, 215
"Wes Unseld", 79, 6-7, 245
"Ronnie Valentine", 79, 6-7, 210
"Jan Van Breda Kolff", 79, 6-7, 195
"Kiki Vandeweghe", 80, 6-8, 220
"Brett Vroman", 84, 7-0, 220
"Foots Walker", 72, 6-0, 172
"Wally Walker", 79, 6-7, 190
"Lloyd Walton", 72, 6-0, 160
"Kermit Washington", 80, 6-8, 230
"Richard Washington", 83, 6-11, 220
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Paul Westphal", 76, 6-4, 195
"Jo Jo White", 75, 6-3, 190
"Rudy White", 74, 6-2, 195
"Jerome Whitehead", 82, 6-10, 220
"Hawkeye Whitney", 77, 6-5, 235
"Sidney Wicks", 80, 6-8, 225
"Michael Wiley", 81, 6-9, 200
"Bob Wilkerson", 78, 6-6, 195
"Jamaal Wilkes", 78, 6-6, 190
"James Wilkes", 79, 6-7, 195
"Jeff Wilkins", 83, 6-11, 230
"Freeman Williams", 76, 6-4, 190
"Ray Williams", 75, 6-3, 188
"Sly Williams", 79, 6-7, 210
"John Williamson", 74, 6-2, 185
"Bill Willoughby", 80, 6-8, 205
"Brian Winters", 76, 6-4, 185
"Mike Woodson", 77, 6-5, 195
"Sam Worthen", 77, 6-5, 195
"Larry Wright", 73, 6-1, 160
