"Name", Height (Inches), Height(Feet-Inches), Weight
"Bob Riley", 81, 6-9, 235
"Pat Riley", 76, 6-4, 205
"Mike Riordan", 76, 6-4, 200
"Rick Roberson", 81, 6-9, 231
"Oscar Robertson", 77, 6-5, 205
"Flynn Robinson", 73, 6-1, 185
"Paul Ruffner", 82, 6-10, 225
"Bob Rule", 81, 6-9, 220
"Cazzie Russell", 77, 6-5, 218
"Tom Sanders", 78, 6-6, 210
"Dale Schlueter", 82, 6-10, 225
"Larry Siegfried", 75, 6-3, 190
"Paul Silas", 79, 6-7, 220
"Mike Silliman", 78, 6-6, 225
"Jerry Sloan", 77, 6-5, 195
"Adrian Smith", 73, 6-1, 180
"Bingo Smith", 77, 6-5, 195
"Garfield Smith", 81, 6-9, 235
"Greg Smith", 77, 6-5, 195
"Dick Snyder", 77, 6-5, 207
"Dave Sorenson", 80, 6-8, 225
"Dave Stallworth", 79, 6-7, 200
"Dennis Stewart", 78, 6-6, 220
"Bill Stricker", 81, 6-9, 210
"Gary Suiter", 81, 6-9, 225
"Fred Taylor", 77, 6-5, 180
"Joe Thomas", 78, 6-6, 205
"Rod Thorn", 76, 6-4, 195
"Nate Thurmond", 83, 6-11, 225
"Rudy Tomjanovich", 80, 6-8, 218
"John Trapp", 79, 6-7, 210
"John Tresvant", 79, 6-7, 215
"Al Tucker", 80, 6-8, 190
"Bill Turner", 79, 6-7, 220
"Wes Unseld", 79, 6-7, 245
"John Vallely", 75, 6-3, 185
"Dick Van Arsdale", 77, 6-5, 210
"Tom Van Arsdale", 77, 6-5, 202
"Norm Van Lier", 73, 6-1, 173
"Neal Walk", 82, 6-10, 220
"Chet Walker", 78, 6-6, 212
"Jimmy Walker", 75, 6-3, 195
"Cornell Warner", 81, 6-9, 220
"John Warren", 75, 6-3, 180
"Bobby Washington", 71, 5-11, 175
"Jim Washington", 78, 6-6, 210
"Jeff Webb", 76, 6-4, 170
"Bob Weiss", 74, 6-2, 180
"Walt Wesley", 83, 6-11, 220
"Jerry West", 74, 6-2, 175
"John Wetzel", 77, 6-5, 190
"Herb White", 74, 6-2, 195
"Jo Jo White", 75, 6-3, 190
"Lenny Wilkens", 73, 6-1, 180
"Art Williams", 73, 6-1, 180
"Bernie Williams", 75, 6-3, 175
"Milt Williams", 74, 6-2, 182
"Ron Williams", 75, 6-3, 188
"Willie Williams", 79, 6-7, 200
"George Wilson", 80, 6-8, 225
"Lee Winfield", 74, 6-2, 174
"Marv Winkler", 73, 6-1, 164
"Gary Zeller", 75, 6-3, 205
"Bill Zopf", 73, 6-1, 170
