"Name", Height (Inches), Height(Feet-Inches), Weight
"Calvin Natt", 78, 6-6, 220
"Mike Newlin", 76, 6-4, 200
"Norm Nixon", 74, 6-2, 170
"Sylvester Norris", 83, 6-11, 220
"Mark Olberding", 80, 6-8, 225
"John Olive", 79, 6-7, 210
"Tom Owens", 82, 6-10, 215
"Robert Parish", 84, 7-0, 230
"Sonny Parker", 78, 6-6, 200
"Billy Paultz", 83, 6-11, 235
"Jim Paxson", 78, 6-6, 200
"Wiley Peck", 79, 6-7, 220
"Sam Pellom", 81, 6-9, 225
"Roger Phegley", 78, 6-6, 205
"Stan Pietkiewicz", 77, 6-5, 200
"Ben Poquette", 81, 6-9, 235
"Kevin Porter", 72, 6-0, 170
"Clifford Ray", 81, 6-9, 230
"Marlon Redmond", 78, 6-6, 188
"Robert Reid", 80, 6-8, 205
"Kevin Restani", 81, 6-9, 225
"Clint Richardson", 75, 6-3, 195
"Micheal Ray Richardson", 77, 6-5, 189
"Anthony Roberts", 77, 6-5, 185
"Rick Robey", 83, 6-11, 230
"Cliff Robinson", 81, 6-9, 220
"Jackie Robinson", 78, 6-6, 210
"Truck Robinson", 79, 6-7, 225
"Bill Robinzine", 79, 6-7, 230
"Dave Robisch", 82, 6-10, 235
"John Roche", 75, 6-3, 170
"Tree Rollins", 85, 7-1, 235
"Dan Roundfield", 80, 6-8, 205
"Campy Russell", 80, 6-8, 215
"Alvin Scott", 79, 6-7, 185
"Charlie Scott", 77, 6-5, 175
"Lonnie Shelton", 80, 6-8, 240
"Purvis Short", 79, 6-7, 210
"John Shumate", 81, 6-9, 235
"Jack Sikma", 83, 6-11, 230
"James Silas", 73, 6-1, 180
"Paul Silas", 79, 6-7, 220
"Ralph Simpson", 77, 6-5, 200
"Al Skinner", 75, 6-3, 190
"Bingo Smith", 77, 6-5, 195
"Phil Smith", 76, 6-4, 185
"Randy Smith", 75, 6-3, 180
"Robert Smith", 71, 5-11, 165
"Sam Smith", 76, 6-4, 200
"Willie Smith", 74, 6-2, 170
"Ricky Sobers", 75, 6-3, 198
"Jim Spanarkel", 77, 6-5, 190
"Larry Steele", 77, 6-5, 180
"Earl Tatum", 77, 6-5, 185
"Brian Taylor", 74, 6-2, 185
"Reggie Theus", 79, 6-7, 190
"David Thompson", 76, 6-4, 195
"Rudy Tomjanovich", 80, 6-8, 218
"Bernard Toone", 81, 6-9, 210
"Raymond Townsend", 75, 6-3, 175
"Dave Twardzik", 73, 6-1, 175
"Terry Tyler", 79, 6-7, 215
"Wes Unseld", 79, 6-7, 245
"Jan Van Breda Kolff", 79, 6-7, 195
"Andre Wakefield", 75, 6-3, 175
"Foots Walker", 72, 6-0, 172
"Wally Walker", 79, 6-7, 190
"Bill Walton", 83, 6-11, 210
"Lloyd Walton", 72, 6-0, 160
"Kermit Washington", 80, 6-8, 230
"Richard Washington", 83, 6-11, 220
"Nick Weatherspoon", 79, 6-7, 195
"Marvin Webster", 85, 7-1, 225
"Scott Wedman", 79, 6-7, 215
"Paul Westphal", 76, 6-4, 195
"Jo Jo White", 75, 6-3, 190
"Rudy White", 74, 6-2, 195
"Jerome Whitehead", 82, 6-10, 220
"Sidney Wicks", 80, 6-8, 225
"Bob Wilkerson", 78, 6-6, 195
"Jamaal Wilkes", 78, 6-6, 190
"Duck Williams", 74, 6-2, 180
"Freeman Williams", 76, 6-4, 190
"Gus Williams", 74, 6-2, 175
"Ray Williams", 75, 6-3, 188
"Sly Williams", 79, 6-7, 210
"John Williamson", 74, 6-2, 185
"Bill Willoughby", 80, 6-8, 205
"Bubba Wilson", 75, 6-3, 175
"Rick Wilson", 77, 6-5, 200
"Brian Winters", 76, 6-4, 185
"Larry Wright", 73, 6-1, 160
"Tony Zeno", 80, 6-8, 210
